genename	familyname
LOC_Os05g40070	WRKY
LOC_Os05g25260	AP2-EREBP
LOC_Os07g22730	AP2-EREBP
LOC_Os03g02800	NAC
LOC_Os08g38220	C2C2-Dof
LOC_Os02g55320	ARR-B
LOC_Os11g47900	GRAS
LOC_Os07g07690	PHD
LOC_Os03g04980	PHD
LOC_Os10g42690	JUMONJI
LOC_Os06g51490	PHD
LOC_Os05g38460	MYB
LOC_Os01g52514	ABI3-VP1
LOC_Os01g74020	G2-like
LOC_Os11g03370	NAC
LOC_Os03g22655	TUB
LOC_Os03g08370	C2C2-GATA
LOC_Os04g50680	MYB
LOC_Os04g49230	ABI3-VP1
LOC_Os11g05480	bZIP
LOC_Os08g31580	AP2-EREBP
LOC_Os03g62379	MYB-related
LOC_Os03g56140	Homeobox
LOC_Os01g59760	bZIP
LOC_Os10g35300	C2C2-Dof
LOC_Os01g08790	CCAAT-HAP5
LOC_Os01g01840	bHLH
LOC_Os06g12400	Homeobox
LOC_Os03g63810	WRKY
LOC_Os08g01290	TUB
LOC_Os12g42430	Orphans
LOC_Os11g08080	MYB-related
LOC_Os10g41460	Trihelix
LOC_Os03g08330	ZIM
LOC_Os12g39330	AP2-EREBP
LOC_Os06g13670	E2F-DP
LOC_Os06g01620	GRAS
LOC_Os02g46560	bHLH
LOC_Os09g24800	MYB
LOC_Os04g11830	TCP
LOC_Os01g63460	MYB
LOC_Os02g56600	NAC
LOC_Os03g07450	Homeobox
LOC_Os06g49840	MADS
LOC_Os02g36924	MADS
LOC_Os06g37450	C2C2-GATA
LOC_Os08g33590	bHLH
LOC_Os05g51040	CPP
LOC_Os10g41330	AP2-EREBP
LOC_Os02g17190	MYB-related
LOC_Os03g12350	ARR-B
LOC_Os12g07480	TCP
LOC_Os01g09470	Orphans
LOC_Os02g08310	TUB
LOC_Os02g58670	bZIP
LOC_Os08g42550	AP2-EREBP
LOC_Os06g47150	ARF
LOC_Os04g48070	Homeobox
LOC_Os02g35600	Alfin-like
LOC_Os04g45330	C2C2-YABBY
LOC_Os02g18470	NAC
LOC_Os04g41229	bHLH
LOC_Os08g44620	Orphans
LOC_Os03g60430	AP2-EREBP
LOC_Os05g34830	NAC
LOC_Os02g03960	bZIP
LOC_Os07g48260	WRKY
LOC_Os01g11550	TCP
LOC_Os01g72370	bHLH
LOC_Os04g56990	G2-like
LOC_Os01g61080	WRKY
LOC_Os01g12700	MYB-related
LOC_Os12g31748	MADS
LOC_Os03g07540	bHLH
LOC_Os06g39906	Homeobox
LOC_Os12g39850	bHLH
LOC_Os01g14440	WRKY
LOC_Os04g57010	C3H
LOC_Os09g27060	Orphans
LOC_Os04g52810	NAC
LOC_Os12g07610	MYB
LOC_Os11g31360	NAC
LOC_Os10g22430	GRAS
LOC_Os05g40080	WRKY
LOC_Os06g06750	MADS
LOC_Os03g55164	WRKY
LOC_Os02g51300	AP2-EREBP
LOC_Os05g41540	bZIP
LOC_Os01g36220	bZIP
LOC_Os03g40080	GRAS
LOC_Os10g30890	Orphans
LOC_Os04g48510	GRF
LOC_Os04g35010	bHLH
LOC_Os07g48820	bZIP
LOC_Os05g51690	Orphans
LOC_Os03g56050	AP2-EREBP
LOC_Os05g28129	NAC
LOC_Os02g13710	AP2-EREBP
LOC_Os11g01480	G2-like
LOC_Os07g44090	MYB-related
LOC_Os03g46860	bHLH
LOC_Os10g27380	NAC
LOC_Os07g04580	C3H
LOC_Os07g32170	SBP
LOC_Os06g50600	bZIP
LOC_Os12g13170	bZIP
LOC_Os01g64730	bZIP
LOC_Os12g41680	NAC
LOC_Os09g26170	MYB
LOC_Os02g46780	MYB
LOC_Os04g50770	MYB
LOC_Os06g12230	TCP
LOC_Os11g04590	GRAS
LOC_Os12g37415	bZIP
LOC_Os12g04230	NAC
LOC_Os03g51710	Homeobox
LOC_Os02g01355	MADS
LOC_Os12g42400	CCAAT-HAP2
LOC_Os08g15020	MYB
LOC_Os09g25060	WRKY
LOC_Os06g39960	bZIP
LOC_Os01g08160	G2-like
LOC_Os05g44630	Orphans
LOC_Os03g47016	Homeobox
LOC_Os01g09590	MYB
LOC_Os09g29830	bHLH
LOC_Os03g06630	HSF
LOC_Os08g02070	MADS
LOC_Os07g12910	Alfin-like
LOC_Os02g35770	Homeobox
LOC_Os01g59640	NAC
LOC_Os12g43530	NAC
LOC_Os07g13260	C2C2-Dof
LOC_Os02g42950	C2C2-YABBY
LOC_Os07g37560	Orphans
LOC_Os02g30700	MYB-related
LOC_Os04g59430	ARF
LOC_Os02g57190	Orphans
LOC_Os01g53260	WRKY
LOC_Os06g48290	Homeobox
LOC_Os06g06970	AP2-EREBP
LOC_Os02g08440	WRKY
LOC_Os12g06010	bZIP
LOC_Os06g23650	NAC
LOC_Os06g08290	MYB-related
LOC_Os03g53960	MYB-related
LOC_Os07g09860	NAC
LOC_Os03g62100	MYB-related
LOC_Os01g62410	MYB
LOC_Os08g23570	ABI3-VP1
LOC_Os03g48970	CCAAT-HAP2
LOC_Os03g22170	AP2-EREBP
LOC_Os04g25870	MADS
LOC_Os09g26420	AP2-EREBP
LOC_Os04g56850	ARF
LOC_Os06g06360	WRKY
LOC_Os05g41280	bZIP
LOC_Os01g55549	Homeobox
LOC_Os07g48200	ABI3-VP1
LOC_Os07g08880	PHD
LOC_Os01g36630	JUMONJI
LOC_Os03g53630	PHD
LOC_Os03g58530	PHD
LOC_Os04g59510	PHD
LOC_Os01g66070	PHD
LOC_Os06g51450	PHD
LOC_Os01g73460	PHD
LOC_Os09g09630	WRKY
LOC_Os03g42230	ABI3-VP1
LOC_Os03g06920	Orphans
LOC_Os08g40900	ARF
LOC_Os02g41510	MYB
LOC_Os01g55580	CPP
LOC_Os03g39050	NAC
LOC_Os02g53620	CCAAT-HAP2
LOC_Os07g48560	Homeobox
LOC_Os02g47640	TUB
LOC_Os06g01340	Orphans
LOC_Os10g39550	G2-like
LOC_Os11g41640	bHLH
LOC_Os12g16160	Orphans
LOC_Os03g13400	C2H2
LOC_Os01g08710	WRKY
LOC_Os12g03150	MYB
LOC_Os12g12970	NLP
LOC_Os06g45540	Orphans
LOC_Os06g51260	MYB-related
LOC_Os08g06140	NAC
LOC_Os04g50090	bHLH
LOC_Os02g32570	Orphans
LOC_Os01g51690	WRKY
LOC_Os05g41780	AP2-EREBP
LOC_Os03g03000	bHLH
LOC_Os01g72310	Orphans
LOC_Os01g17260	bZIP
LOC_Os01g13520	ARF
LOC_Os09g35010	AP2-EREBP
LOC_Os03g12940	bHLH
LOC_Os01g61810	CCAAT-HAP3
LOC_Os01g12860	MYB
LOC_Os01g48130	NAC
LOC_Os03g03900	NLP
LOC_Os08g33750	G2-like
LOC_Os01g67410	AP2-EREBP
LOC_Os04g31730	ABI3-VP1
LOC_Os06g09420	ABI3-VP1
LOC_Os03g01890	Homeobox
LOC_Os01g60600	WRKY
LOC_Os12g05680	bZIP
LOC_Os08g33940	MYB
LOC_Os05g51160	MYB-related
LOC_Os02g35180	Orphans
LOC_Os02g12820	bHLH
LOC_Os05g31380	GRAS
LOC_Os08g06120	ABI3-VP1
LOC_Os07g48660	bZIP
LOC_Os01g18290	bHLH
LOC_Os08g39980	MYB-related
LOC_Os04g49450	MYB-related
LOC_Os01g67890	MADS
LOC_Os12g02440	WRKY
LOC_Os02g50480	Orphans
LOC_Os04g57720	Orphans
LOC_Os01g39850	CCAAT-HAP5
LOC_Os02g43820	AP2-EREBP
LOC_Os09g35020	AP2-EREBP
LOC_Os07g48570	C2C2-Dof
LOC_Os04g47640	NLP
LOC_Os02g15350	C2C2-Dof
LOC_Os03g29480	GRAS
LOC_Os03g51200	CCAAT-HAP5
LOC_Os03g25550	MYB
LOC_Os04g56170	SBP
LOC_Os07g48550	NAC
LOC_Os01g56690	bHLH
LOC_Os06g35960	HSF
LOC_Os12g33950	MYB-related
LOC_Os04g46250	AP2-EREBP
LOC_Os03g25120	HSF
LOC_Os04g42570	AP2-EREBP
LOC_Os09g23660	ZIM
LOC_Os10g42490	Homeobox
LOC_Os03g20780	EIL
LOC_Os07g09830	NAC
LOC_Os09g37710	NLP
LOC_Os03g25304	MYB-related
LOC_Os01g11510	MADS
LOC_Os09g31400	EIL
LOC_Os07g17230	ABI3-VP1
LOC_Os02g54520	MYB
LOC_Os02g53100	WRKY
LOC_Os05g03740	Trihelix
LOC_Os06g10780	AP2-EREBP
LOC_Os07g39800	HRT
LOC_Os05g32890	Orphans
LOC_Os04g51190	GRF
LOC_Os01g10610	BZR
LOC_Os11g47920	GRAS
LOC_Os09g02830	MADS
LOC_Os02g42380	TCP
LOC_Os04g36790	Trihelix
LOC_Os09g33550	Orphans
LOC_Os01g39020	HSF
LOC_Os01g48060	ARF
LOC_Os02g43150	C2C2-GATA
LOC_Os01g64310	NAC
LOC_Os01g68560	MADS
LOC_Os02g09070	Orphans
LOC_Os02g06370	WHIRLY
LOC_Os09g23620	MYB
LOC_Os01g15900	C2C2-Dof
LOC_Os07g09580	Orphans
LOC_Os03g22770	Orphans
LOC_Os07g39470	GRAS
LOC_Os06g11780	MYB
LOC_Os04g27960	ABI3-VP1
LOC_Os08g37970	MYB
LOC_Os06g50830	bZIP
LOC_Os05g50310	ZF-HD
LOC_Os05g46350	Orphans
LOC_Os06g45310	SBP
LOC_Os03g57330	Orphans
LOC_Os07g41580	CCAAT-HAP3
LOC_Os08g34010	ZF-HD
LOC_Os02g35690	Trihelix
LOC_Os05g36900	C2C2-Dof
LOC_Os10g41100	Orphans
LOC_Os03g56010	bZIP
LOC_Os09g39850	AP2-EREBP
LOC_Os07g03770	Homeobox
LOC_Os03g20550	WRKY
LOC_Os06g14010	MYB-related
LOC_Os11g06170	bZIP
LOC_Os06g48534	ZIM
LOC_Os08g29500	CCAAT-DR1
LOC_Os05g44400	C2C2-GATA
LOC_Os09g01140	GeBP
LOC_Os05g41450	CCAAT-HAP5
LOC_Os05g27730	WRKY
LOC_Os12g38490	GRAS
LOC_Os06g47590	AP2-EREBP
LOC_Os06g01860	ABI3-VP1
LOC_Os06g10820	bHLH
LOC_Os09g24820	ZF-HD
LOC_Os01g08820	PHD
LOC_Os03g50780	PHD
LOC_Os05g03430	PHD
LOC_Os07g49290	PHD
LOC_Os07g49030	PHD
LOC_Os03g23960	Orphans
LOC_Os02g45200	C2C2-Dof
LOC_Os05g25960	NAC
LOC_Os08g01700	bHLH
LOC_Os11g06020	Homeobox
LOC_Os05g38140	bHLH
LOC_Os01g04020	AP2-EREBP
LOC_Os03g20910	Homeobox
LOC_Os05g11510	Orphans
LOC_Os05g07120	bHLH
LOC_Os07g06470	CCAAT-HAP2
LOC_Os02g47280	GRF
LOC_Os03g43580	Orphans
LOC_Os07g28430	GRF
LOC_Os02g29550	AP2-EREBP
LOC_Os02g07650	Orphans
LOC_Os06g29350	Orphans
LOC_Os08g04840	MYB-related
LOC_Os01g50940	bHLH
LOC_Os01g23760	MADS
LOC_Os05g11380	MADS
LOC_Os09g24560	NAC
LOC_Os04g38770	MADS
LOC_Os09g11480	AP2-EREBP
LOC_Os03g61249	NAC
LOC_Os10g09820	NAC
LOC_Os03g39100	NAC
LOC_Os09g06464	C2C2-CO-like
LOC_Os01g68700	bHLH
LOC_Os12g37690	MYB
LOC_Os04g46440	AP2-EREBP
LOC_Os01g54600	WRKY
LOC_Os03g60120	AP2-EREBP
LOC_Os05g27749	NAC
LOC_Os12g40570	WRKY
LOC_Os02g38090	AP2-EREBP
LOC_Os08g43090	bZIP
LOC_Os06g49880	Orphans
LOC_Os01g65900	GRAS
LOC_Os05g03884	Homeobox
LOC_Os02g33430	E2F-DP
LOC_Os09g38010	NAC
LOC_Os04g36070	Orphans
LOC_Os05g06340	C2C2-GATA
LOC_Os07g04560	NAC
LOC_Os11g06180	GRAS
LOC_Os05g49310	MYB
LOC_Os10g42850	WRKY
LOC_Os11g13840	AP2-EREBP
LOC_Os08g33530	TCP
LOC_Os10g41200	MYB-related
LOC_Os06g30810	MADS
LOC_Os12g10520	MADS
LOC_Os11g06420	TUB
LOC_Os02g46030	MYB-related
LOC_Os01g42970	C3H
LOC_Os07g26150	MYB-related
LOC_Os01g27040	Orphans
LOC_Os03g51690	Homeobox
LOC_Os02g55250	bHLH
LOC_Os07g12820	ABI3-VP1
LOC_Os06g10350	MYB
LOC_Os09g32040	NAC
LOC_Os02g13800	HSF
LOC_Os05g50130	Homeobox
LOC_Os06g06540	AP2-EREBP
LOC_Os09g31454	MYB-related
LOC_Os01g07430	MYB-related
LOC_Os05g23780	MADS
LOC_Os07g25370	MYB-related
LOC_Os03g52450	ZIM
LOC_Os06g49040	G2-like
LOC_Os02g12310	NAC
LOC_Os03g14850	MADS
LOC_Os03g38610	MADS
LOC_Os03g01870	NAC
LOC_Os12g06630	TUB
LOC_Os06g10600	Homeobox
LOC_Os06g14440	Orphans
LOC_Os02g34320	bHLH
LOC_Os03g29970	CCAAT-HAP3
LOC_Os05g45410	HSF
LOC_Os01g08180	BZR
LOC_Os12g01080	Orphans
LOC_Os06g44010	WRKY
LOC_Os03g03260	Homeobox
LOC_Os07g49460	Orphans
LOC_Os02g45570	GRF
LOC_Os02g35140	ARF
LOC_Os12g38200	C2C2-Dof
LOC_Os11g47890	GRAS
LOC_Os01g66290	MADS
LOC_Os05g07010	MYB-related
LOC_Os03g50110	GeBP
LOC_Os01g19330	MYB
LOC_Os01g24460	CCAAT-HAP5
LOC_Os10g22600	AP2-EREBP
LOC_Os07g36170	GRAS
LOC_Os07g42510	AP2-EREBP
LOC_Os02g49986	MYB
LOC_Os06g45650	MADS
LOC_Os08g02620	Orphans
LOC_Os01g11350	bZIP
LOC_Os06g45840	MYB-related
LOC_Os02g41800	ARF
LOC_Os06g35900	BZR
LOC_Os04g35250	GRAS
LOC_Os10g41620	Orphans
LOC_Os03g08490	AP2-EREBP
LOC_Os02g09650	AP2-EREBP
LOC_Os04g45060	MYB
LOC_Os07g39940	bHLH
LOC_Os07g36140	CCAAT-HAP5
LOC_Os08g33800	MYB
LOC_Os02g34260	AP2-EREBP
LOC_Os05g36100	AP2-EREBP
LOC_Os05g46610	MYB
LOC_Os07g38030	GRAS
LOC_Os11g03300	NAC
LOC_Os01g74440	MADS
LOC_Os01g65850	Orphans
LOC_Os06g05340	AP2-EREBP
LOC_Os03g63530	CCAAT-HAP5
LOC_Os06g10880	bZIP
LOC_Os03g08620	ABI3-VP1
LOC_Os05g48010	MYB
LOC_Os01g59350	bZIP
LOC_Os08g38370	C3H
LOC_Os06g41100	bZIP
LOC_Os05g50350	MYB-related
LOC_Os03g20310	bZIP
LOC_Os10g07060	ABI3-VP1
LOC_Os04g36054	ARF
LOC_Os03g48140	Orphans
LOC_Os06g11970	MADS
LOC_Os01g70810	Homeobox
LOC_Os02g43970	AP2-EREBP
LOC_Os09g24490	bHLH
LOC_Os09g31482	C3H
LOC_Os11g04400	GRAS
LOC_Os12g18120	C3H
LOC_Os12g40590	bHLH
LOC_Os03g06570	Orphans
LOC_Os04g38400	EIL
LOC_Os01g40260	WRKY
LOC_Os06g33450	bHLH
LOC_Os08g05510	MYB-related
LOC_Os12g34510	CCAAT-HAP5
LOC_Os03g31880	GRAS
LOC_Os01g33350	Orphans
LOC_Os02g50630	E2F-DP
LOC_Os02g51799	MYB
LOC_Os06g17280	PHD
LOC_Os12g24540	PHD
LOC_Os02g09920	PHD
LOC_Os09g34330	bHLH
LOC_Os05g38120	Homeobox
LOC_Os12g41030	AP2-EREBP
LOC_Os04g46020	C2C2-GATA
LOC_Os08g10080	NAC
LOC_Os01g18870	bHLH
LOC_Os02g39710	C2C2-CO-like
LOC_Os08g38080	bHLH
LOC_Os05g48850	NAC
LOC_Os02g47190	G2-like
LOC_Os06g09760	AP2-EREBP
LOC_Os02g57530	Orphans
LOC_Os11g02520	WRKY
LOC_Os03g19370	bZIP
LOC_Os02g48060	bHLH
LOC_Os01g54550	HSF
LOC_Os11g03310	NAC
LOC_Os06g02230	ABI3-VP1
LOC_Os05g34640	Alfin-like
LOC_Os01g61480	bHLH
LOC_Os09g25600	AP2-EREBP
LOC_Os08g43334	HSF
LOC_Os02g53150	GeBP
LOC_Os07g44690	HSF
LOC_Os01g01870	bHLH
LOC_Os03g60080	NAC
LOC_Os03g11614	MADS
LOC_Os12g32250	WRKY
LOC_Os12g03040	NAC
LOC_Os09g37250	ARID
LOC_Os02g51670	AP2-EREBP
LOC_Os11g10130	MYB
LOC_Os02g36360	C2H2
LOC_Os07g41370	MADS
LOC_Os03g07360	C2C2-Dof
LOC_Os11g47870	GRAS
LOC_Os05g28350	AP2-EREBP
LOC_Os05g26026	NAC
LOC_Os07g41720	CCAAT-HAP2
LOC_Os10g23090	Homeobox
LOC_Os12g05990	NAC
LOC_Os07g08600	ARF
LOC_Os08g36740	bHLH
LOC_Os09g31438	SBP
LOC_Os01g51632	Orphans
LOC_Os11g47460	MYB
LOC_Os04g09800	Orphans
LOC_Os03g15440	bHLH
LOC_Os02g47810	C2C2-Dof
LOC_Os06g07650	MYB-related
LOC_Os05g25770	WRKY
LOC_Os06g40330	MYB
LOC_Os08g02160	NAC
LOC_Os12g02420	WRKY
LOC_Os04g57610	ARF
LOC_Os04g39470	MYB
LOC_Os01g18440	MADS
LOC_Os02g28680	Orphans
LOC_Os03g05760	E2F-DP
LOC_Os02g52780	bZIP
LOC_Os06g41770	bZIP
LOC_Os08g42400	NAC
LOC_Os08g44830	C2H2
LOC_Os02g05510	ZIM
LOC_Os04g46240	AP2-EREBP
LOC_Os02g35240	AP2-EREBP
LOC_Os03g55610	C2C2-Dof
LOC_Os01g72330	Orphans
LOC_Os03g22800	TUB
LOC_Os02g40530	MYB
LOC_Os04g58000	ABI3-VP1
LOC_Os07g48450	NAC
LOC_Os01g11200	MYB-related
LOC_Os03g53340	HSF
LOC_Os03g07880	CCAAT-HAP2
LOC_Os05g32270	AP2-EREBP
LOC_Os05g31420	GRAS
LOC_Os01g07930	C3H
LOC_Os01g70890	CCAAT-HAP3
LOC_Os11g05614	NAC
LOC_Os03g12760	bHLH
LOC_Os07g08540	ARF
LOC_Os07g25710	G2-like
LOC_Os09g33580	bHLH
LOC_Os06g04850	Homeobox
LOC_Os02g47770	ZF-HD
LOC_Os06g02250	MYB
LOC_Os03g58820	Orphans
LOC_Os03g58250	bZIP
LOC_Os06g41384	C3H
LOC_Os05g09520	Orphans
LOC_Os11g47910	GRAS
LOC_Os01g24070	C2C2-GATA
LOC_Os03g59670	bHLH
LOC_Os02g34080	Orphans
LOC_Os01g51154	MYB-related
LOC_Os09g36220	Orphans
LOC_Os09g28200	HSF
LOC_Os02g15340	NAC
LOC_Os01g63160	MYB
LOC_Os06g40150	AP2-EREBP
LOC_Os03g03850	C2C2-GATA
LOC_Os11g03420	ZF-HD
LOC_Os08g28214	CPP
LOC_Os03g08460	AP2-EREBP
LOC_Os05g43380	CPP
LOC_Os02g43300	Trihelix
LOC_Os01g36460	MYB
LOC_Os01g32890	GeBP
LOC_Os10g25170	AP2-EREBP
LOC_Os04g38740	MYB
LOC_Os06g44450	Orphans
LOC_Os02g35660	bHLH
LOC_Os06g08480	Orphans
LOC_Os01g69980	TCP
LOC_Os03g28940	ZIM
LOC_Os02g43330	Homeobox
LOC_Os10g22950	CAMTA
LOC_Os01g53040	WRKY
LOC_Os05g37080	NAC
LOC_Os08g08820	Homeobox
LOC_Os01g06320	MYB-related
LOC_Os05g45930	Orphans
LOC_Os02g17460	CPP
LOC_Os01g41900	MYB-related
LOC_Os12g40090	ABI3-VP1
LOC_Os01g15640	NAC
LOC_Os08g36700	HSF
LOC_Os03g61650	NAC
LOC_Os01g52540	ABI3-VP1
LOC_Os07g25150	MYB-related
LOC_Os09g27450	Homeobox
LOC_Os12g41230	CPP
LOC_Os01g55750	TCP
LOC_Os09g32510	bHLH
LOC_Os01g51840	Orphans
LOC_Os02g49880	C2C2-CO-like
LOC_Os02g49410	CCAAT-HAP3
LOC_Os09g39810	AP2-EREBP
LOC_Os04g53720	Orphans
LOC_Os03g07940	AP2-EREBP
LOC_Os09g26390	ARID
LOC_Os12g43950	Homeobox
LOC_Os06g16400	bHLH
LOC_Os01g39330	bHLH
LOC_Os12g43790	bZIP
LOC_Os04g34970	AP2-EREBP
LOC_Os11g04360	NAC
LOC_Os10g11580	CCAAT-HAP5
LOC_Os01g40200	Orphans
LOC_Os09g30310	CCAAT-HAP5
LOC_Os09g32944	SBP
LOC_Os10g33760	NAC
LOC_Os01g65600	PHD
LOC_Os08g13840	WRKY
LOC_Os04g49150	MADS
LOC_Os01g68860	C3H
LOC_Os07g04510	TCP
LOC_Os08g09800	WRKY
LOC_Os05g41760	AP2-EREBP
LOC_Os09g12750	G2-like
LOC_Os09g11460	AP2-EREBP
LOC_Os08g07740	CCAAT-HAP3
LOC_Os06g10570	Orphans
LOC_Os05g49780	CCAAT-HAP3
LOC_Os07g14110	MYB
LOC_Os07g09590	bHLH
LOC_Os02g45420	AP2-EREBP
LOC_Os06g50310	bZIP
LOC_Os03g53020	bHLH
LOC_Os03g56110	Homeobox
LOC_Os03g42100	bHLH
LOC_Os02g52340	MADS
LOC_Os05g48990	Homeobox
LOC_Os10g25290	ZIM
LOC_Os05g07040	Alfin-like
LOC_Os06g32860	C3H
LOC_Os04g42950	MYB
LOC_Os03g13310	MYB
LOC_Os12g40920	bZIP
LOC_Os05g03760	C3H
LOC_Os12g04200	GRAS
LOC_Os07g37210	MYB
LOC_Os01g74540	C2C2-GATA
LOC_Os09g27850	GeBP
LOC_Os03g21060	NAC
LOC_Os02g54050	AP2-EREBP
LOC_Os12g01180	WRKY
LOC_Os07g47790	AP2-EREBP
LOC_Os10g28420	Orphans
LOC_Os12g02450	WRKY
LOC_Os08g43200	AP2-EREBP
LOC_Os01g43550	WRKY
LOC_Os07g37140	Orphans
LOC_Os02g29340	HSF
LOC_Os08g33670	NAC
LOC_Os07g15770	Orphans
LOC_Os07g05720	TCP
LOC_Os08g32080	Homeobox
LOC_Os01g52680	MADS
LOC_Os03g45450	WRKY
LOC_Os11g28270	C3H
LOC_Os05g39590	AP2-EREBP
LOC_Os05g45230	WRKY
LOC_Os01g69920	Orphans
LOC_Os11g35390	MYB
LOC_Os07g37610	ABI3-VP1
LOC_Os01g55150	bZIP
LOC_Os11g19060	AP2-EREBP
LOC_Os04g28280	bHLH
LOC_Os09g20350	AP2-EREBP
LOC_Os01g74590	MYB
LOC_Os12g41880	CCAAT-HAP2
LOC_Os02g43940	AP2-EREBP
LOC_Os06g40710	G2-like
LOC_Os03g18330	Trihelix
LOC_Os06g11330	MADS
LOC_Os07g04700	MYB
LOC_Os03g18950	C3H
LOC_Os07g07974	CPP
LOC_Os06g46410	ARF
LOC_Os06g45410	G2-like
LOC_Os11g31100	GRAS
LOC_Os09g28440	AP2-EREBP
LOC_Os10g21560	NAC
LOC_Os01g09790	Orphans
LOC_Os05g06520	bHLH
