genename	element
Sb04g006320	TF
Sb01g013830	TF
Sb04g032960	TF
Sb01g047450	TF
Sb10g009650	TF
Sb04g026480	TF
Sb03g009590	TF
Sb08g022560	TF
Sb03g043080	TF
Sb06g017550	TF
Sb02g037860	TF
Sb03g012890	TF
Sb04g025960	TF
Sb01g020500	TF
Sb07g000470	TF
Sb09g028660	TF
Sb10g000320	TF
Sb01g028790	TF
Sb09g021770	TF
Sb10g009670	TF
Sb01g002900	TF
Sb02g030350	TF
Sb03g030782	TF
Sb05g004870	TF
Sb09g003030	TF
Sb02g001600	TF
Sb07g015070	TF
Sb02g034180	TF
Sb01g032770	TF
Sb06g017810	TF
Sb09g026070	TF
Sb03g039550	TF
Sb04g034360	TF
Sb07g026610	TF
Sb07g001510	TF
Sb05g013190	TF
Sb03g042810	TF
Sb01g011980	TF
Sb01g007160	TF
Sb05g002930	TF
Sb04g017390	TF
Sb08g002920	TF
Sb06g019010	TF
Sb03g034630	TF
Sb04g033590	TF
Sb02g035580	TF
Sb02g027870	TF
Sb06g024820	TF
Sb04g000807	TF
Sb09g020320	TF
Sb02g025720	TF
Sb09g023920	TF
Sb02g027480	TF
Sb09g028530	TF
Sb04g005520	TF
Sb03g037680	TF
Sb02g020910	TF
Sb03g039950	TF
Sb04g022830	TF
Sb04g031030	TF
Sb08g020280	TF
Sb01g009740	TF
Sb01g041690	TF
Sb10g009580	TF
Sb06g019650	TF
Sb01g040270	TF
Sb04g024010	TF
Sb03g040720	TF
Sb01g014370	TF
Sb03g014780	TF
Sb01g028160	TF
Sb03g000260	TF
Sb04g003240	TF
Sb09g025040	TF
Sb03g032600	TF
Sb01g046350	TF
Sb07g023360	TF
Sb09g007370	TF
Sb02g002620	TF
Sb03g044160	TF
Sb01g020596	TF
Sb09g016570	TF
Sb02g002670	TF
Sb03g000330	TF
Sb01g027416	TF
Sb10g005630	TF
Sb07g028945	TF
Sb06g000533	TF
Sb01g047720	TF
Sb04g025400	TF
Sb09g028430	TF
Sb04g007750	TF
Sb01g003710	TF
Sb01g047840	TF
Sb08g021690	TF
Sb01g023320	TF
Sb04g004060	TF
Sb09g018550	TF
Sb03g044440	TF
Sb10g028750	TF
Sb02g006700	TF
Sb03g030670	TF
Sb05g027788	TF
Sb06g014800	TF
Sb02g038040	TF
Sb01g049020	TF
Sb02g024760	TF
Sb09g001140	TF
Sb01g027411	TF
Sb01g045070	TF
Sb01g010570	TF
Sb09g028562	TF
Sb04g010300	TF
Sb07g004900	TF
Sb01g013430	TF
Sb01g023431	TF
Sb04g033380	TF
Sb04g000300	TF
Sb03g011800	TF
Sb04g006400	TF
Sb08g019720	TF
Sb05g023886	TF
Sb01g011590	TF
Sb10g010050	TF
Sb02g030170	TF
Sb03g033020	TF
Sb06g023980	TF
Sb07g022265	TF
Sb01g044410	TF
Sb06g024540	TF
Sb01g038250	TF
Sb03g010920	TF
Sb09g030060	TF
Sb09g029070	TF
Sb09g002680	TF
Sb10g001620	TF
Sb10g029200	TF
Sb05g004170	TF
Sb10g027100	TF
Sb07g004655	TF
Sb04g031110	TF
Sb09g028790	TF
Sb09g027200	TF
Sb02g039710	TF
Sb06g001940	TF
Sb03g032420	TF
Sb04g004410	TF
Sb05g001175	TF
Sb10g022340	TF
Sb01g030760	TF
Sb04g017850	TF
Sb02g032230	TF
Sb03g002525	TF
Sb02g032210	TF
Sb09g018370	TF
Sb03g045130	TF
Sb01g005070	TF
Sb04g034760	TF
Sb02g006680	TF
Sb01g046810	TF
Sb04g006330	TF
Sb06g002020	TF
Sb01g012250	TF
Sb04g008030	TF
Sb03g009330	TF
Sb04g005180	TF
Sb10g029130	TF
Sb06g017460	TF
Sb03g024500	TF
Sb04g033570	TF
Sb07g021400	TF
Sb06g017720	TF
Sb01g014460	TF
Sb09g022790	TF
Sb09g006015	TF
Sb01g003420	TF
Sb0012s017770	TF
Sb07g019330	TF
Sb09g028350	TF
Sb01g032120	TF
Sb03g035350	TF
Sb04g004930	TF
Sb03g009480	TF
Sb02g034873	TF
Sb06g023770	TF
Sb10g000800	TF
Sb01g003210	TF
Sb01g035400	TF
Sb06g024630	TF
Sb08g001980	TF
Sb01g012200	TF
Sb01g002770	TF
Sb03g029470	TF
Sb06g028420	TF
Sb08g019780	TF
Sb03g005080	TF
Sb03g036820	TF
Sb01g003830	TF
Sb01g042070	TF
Sb08g018840	TF
Sb03g009920	TF
Sb04g002360	TF
Sb05g001170	TF
Sb03g037940	TF
Sb04g034665	TF
Sb04g010380	TF
Sb06g020103	TF
Sb08g021080	TF
Sb08g001820	TF
Sb01g007780	TF
Sb04g038320	TF
Sb07g002200	TF
Sb02g023960	TF
Sb01g021660	TF
Sb07g004075	TF
Sb04g032570	TF
Sb02g040480	TF
Sb04g031890	TF
Sb02g007000	TF
Sb07g021200	TF
Sb05g000480	TF
Sb07g025210	TF
Sb03g002990	TF
Sb05g025230	TF
Sb01g022380	TF
Sb08g006430	TF
Sb06g026500	TF
Sb02g003390	TF
Sb07g028860	TF
Sb04g030530	TF
Sb02g029040	TF
Sb02g035680	TF
Sb01g037110	TF
Sb01g010070	TF
Sb09g006360	TF
Sb10g030770	TF
Sb01g030520	TF
Sb04g031590	TF
Sb09g002510	TF
Sb04g007060	TF
Sb03g043810	TF
Sb08g020275	TF
Sb07g026200	TF
Sb01g048290	TF
Sb03g039060	TF
Sb06g017060	TF
Sb10g021663	TF
Sb09g019190	TF
Sb01g031720	TF
Sb09g028750	TF
Sb04g022750	TF
Sb10g008210	TF
Sb10g024180	TF
Sb03g043210	Coreg
Sb10g026360	Coreg
Sb03g046950	Coreg
Sb03g024590	Coreg
Sb07g006270	Coreg
Sb06g023620	TF
Sb02g007960	TF
Sb10g027280	TF
Sb07g015180	TF
Sb02g026920	TF
Sb03g047170	TF
Sb08g004000	TF
Sb03g044230	TF
Sb03g031430	TF
Sb03g037560	TF
Sb07g021170	TF
Sb02g034440	TF
Sb06g030660	TF
Sb01g022420	TF
Sb02g000960	TF
Sb06g026300	TF
Sb07g029070	TF
Sb3113s002020	TF
Sb04g036020	TF
Sb07g006210	TF
Sb01g002530	TF
Sb10g009660	TF
Sb04g000870	TF
Sb03g041720	TF
Sb05g024730	TF
Sb02g024250	TF
Sb07g004450	TF
Sb09g020850	TF
Sb01g048420	TF
Sb07g005740	TF
Sb04g028850	TF
Sb01g013670	TF
Sb02g003130	TF
Sb10g008120	TF
Sb01g007480	TF
Sb09g003090	TF
Sb03g030880	TF
Sb03g037830	TF
Sb01g011290	TF
Sb03g039470	TF
Sb09g003100	TF
Sb03g030740	TF
Sb04g023320	TF
Sb04g021490	TF
Sb04g026190	TF
Sb0012s004780	TF
Sb09g011040	TF
Sb02g024640	TF
Sb06g024360	TF
Sb01g003775	TF
Sb05g023590	TF
Sb02g030300	TF
Sb10g023600	TF
Sb10g024950	TF
Sb04g030480	TF
Sb02g031340	TF
Sb07g000420	TF
Sb05g027783	TF
Sb01g007790	TF
Sb05g003660	TF
Sb02g043350	TF
Sb10g005520	TF
Sb01g010660	TF
Sb01g006190	TF
Sb04g004940	TF
Sb05g024550	TF
Sb10g026150	TF
Sb08g003550	TF
Sb03g024260	TF
Sb06g019040	TF
Sb05g027830	TF
Sb09g016150	TF
Sb03g008570	TF
Sb04g036450	TF
Sb02g036430	TF
Sb05g001790	TF
Sb08g019900	TF
Sb02g020700	TF
Sb01g003670	TF
Sb06g031120	TF
Sb01g005130	TF
Sb05g004580	TF
Sb06g016710	TF
Sb01g029650	TF
Sb06g025600	TF
Sb05g023915	TF
Sb01g049740	TF
Sb02g029530	TF
Sb09g002210	TF
Sb10g028110	TF
Sb09g006370	TF
Sb02g004570	TF
Sb06g014570	TF
Sb02g030110	TF
Sb03g004400	TF
Sb05g023351	TF
Sb10g020490	TF
Sb03g042530	TF
Sb10g026930	TF
Sb09g020880	TF
Sb03g033380	TF
Sb07g005610	TF
Sb03g029990	TF
Sb05g001690	TF
Sb05g027370	TF
Sb08g021375	TF
Sb04g028015	TF
Sb01g050320	TF
Sb02g004610	TF
Sb05g003240	TF
Sb06g002000	TF
Sb03g005320	TF
Sb04g022813	TF
Sb06g017190	TF
Sb03g033160	TF
Sb03g039380	TF
Sb01g006790	TF
Sb0088s002210	TF
Sb01g036180	TF
Sb03g000530	TF
Sb03g040160	TF
Sb10g008000	TF
Sb08g004860	TF
Sb02g022280	TF
Sb03g030050	TF
Sb10g007420	TF
Sb09g029560	TF
Sb10g022530	TF
Sb05g027795	TF
Sb08g001940	TF
Sb03g013650	TF
Sb03g027570	TF
Sb02g040790	TF
Sb03g033260	TF
Sb10g000101	TF
Sb06g025420	TF
Sb07g027790	TF
Sb10g002725	TF
Sb04g023220	TF
Sb05g027786	TF
Sb01g037520	TF
Sb01g020555	TF
Sb06g031060	TF
Sb07g002900	TF
Sb03g004090	TF
Sb10g028630	TF
Sb08g016620	TF
Sb07g006200	TF
Sb01g014490	TF
Sb08g019940	TF
Sb01g029000	TF
Sb08g003700	TF
Sb03g044630	TF
Sb07g001250	TF
Sb06g028750	TF
Sb06g019020	TF
Sb01g008160	Coreg
Sb04g006240	Coreg
Sb04g001900	Coreg
Sb03g003580	Coreg
Sb10g008030	TF
Sb04g005940	TF
Sb07g016330	TF
Sb07g015390	TF
Sb04g010313	TF
Sb01g033020	TF
Sb01g038820	TF
Sb03g043520	TF
Sb05g027770	TF
Sb03g004290	TF
Sb04g005620	TF
Sb07g028850	TF
Sb05g027810	TF
Sb03g040970	TF
Sb04g034370	TF
Sb08g000330	TF
Sb01g042840	TF
Sb02g041910	TF
Sb09g020340	TF
Sb06g023130	TF
Sb06g024000	TF
Sb09g024220	TF
Sb03g025770	TF
Sb06g000610	TF
Sb02g002200	TF
Sb01g008950	TF
Sb02g042210	TF
Sb01g000330	TF
Sb05g026245	TF
Sb08g005290	TF
Sb05g001215	TF
Sb06g017920	TF
Sb06g024530	TF
Sb08g006300	TF
Sb02g026310	TF
Sb04g024690	TF
Sb06g031290	TF
Sb10g023420	TF
Sb06g022810	TF
Sb09g029120	TF
Sb02g023650	TF
Sb05g022380	TF
Sb09g006220	TF
Sb07g004080	TF
Sb07g001550	TF
Sb02g030660	TF
Sb02g002760	TF
Sb02g029310	TF
Sb03g032760	TF
Sb03g001730	TF
Sb03g037300	TF
Sb06g031880	TF
Sb04g029990	TF
Sb01g014600	TF
Sb01g014450	TF
Sb02g003070	TF
Sb09g023830	TF
Sb06g031840	TF
Sb05g027360	TF
Sb06g030700	TF
Sb01g045420	TF
Sb03g011495	TF
Sb08g020600	TF
Sb08g005892	TF
Sb04g001010	TF
Sb02g043420	TF
Sb05g026843	TF
Sb04g003610	TF
Sb03g042110	TF
Sb08g005080	TF
Sb04g038600	TF
Sb07g005540	TF
Sb02g036250	TF
Sb02g043000	TF
Sb02g026590	TF
Sb02g043040	TF
Sb02g033830	TF
Sb09g006196	TF
Sb07g027810	TF
Sb03g002660	TF
Sb02g029550	TF
Sb03g038180	TF
Sb09g028450	TF
Sb07g026180	TF
Sb09g025310	TF
Sb09g020750	TF
Sb05g000230	TF
Sb01g032590	TF
Sb03g031000	TF
Sb10g024400	TF
Sb02g036390	TF
Sb09g002520	TF
Sb03g000666	TF
Sb01g009480	TF
Sb06g021480	TF
Sb01g049080	TF
Sb08g014320	TF
Sb02g006980	TF
Sb08g001520	TF
Sb02g010040	TF
Sb07g000900	TF
Sb03g029330	TF
Sb05g008650	TF
Sb04g005900	TF
Sb01g022100	TF
Sb03g039000	TF
Sb03g030997	TF
Sb06g032480	TF
Sb09g020690	TF
Sb02g028460	TF
Sb07g021210	TF
Sb01g048020	TF
Sb08g019887	TF
Sb07g005060	TF
Sb01g035360	TF
Sb02g036940	TF
Sb06g000890	TF
Sb02g042990	TF
Sb03g028170	TF
Sb01g012460	TF
Sb01g040280	TF
Sb03g033780	TF
Sb03g035080	TF
Sb05g007135	TF
Sb04g009180	TF
Sb02g002410	TF
Sb05g001580	TF
Sb10g005020	TF
Sb07g003330	TF
Sb05g001220	TF
Sb06g027540	TF
Sb03g025130	TF
Sb03g035820	TF
Sb02g032220	TF
Sb01g017120	TF
Sb01g018770	TF
Sb01g013400	TF
Sb08g020270	TF
Sb01g035270	TF
Sb08g019530	TF
Sb07g021420	TF
Sb09g025500	TF
Sb09g004140	TF
Sb09g025950	TF
Sb03g010960	TF
Sb09g024090	TF
Sb10g001107	Coreg
Sb09g008870	Coreg
Sb02g023940	Coreg
Sb01g008570	TF
Sb02g005710	TF
Sb07g022180	TF
Sb10g030470	TF
Sb09g016550	TF
Sb06g002010	TF
Sb03g039840	TF
Sb07g020410	TF
Sb09g002370	TF
Sb10g000780	TF
Sb06g025900	TF
Sb07g023803	TF
Sb02g018870	TF
Sb05g023912	TF
Sb04g003450	TF
Sb01g045690	TF
Sb05g027800	TF
Sb02g028660	TF
Sb03g013360	TF
Sb05g007280	TF
Sb02g037890	TF
Sb08g022276	TF
Sb02g028750	TF
Sb07g007373	TF
Sb07g024020	TF
Sb04g029080	TF
Sb03g000400	TF
Sb10g021360	TF
Sb07g027250	TF
Sb03g046010	TF
Sb07g001792	TF
Sb02g029460	TF
Sb02g031190	TF
Sb01g032710	TF
Sb07g022920	TF
Sb09g026770	TF
Sb01g029350	TF
Sb01g005690	TF
Sb03g047350	TF
Sb01g023300	TF
Sb07g028990	TF
Sb01g015920	TF
Sb01g000352	TF
Sb10g005650	TF
Sb05g023890	TF
Sb09g025430	TF
Sb07g020910	TF
Sb03g032800	TF
Sb03g032580	TF
Sb05g017510	TF
Sb01g009820	TF
Sb03g037085	TF
Sb01g050010	TF
Sb02g030310	TF
Sb04g033390	TF
Sb10g005580	TF
Sb07g015450	TF
Sb01g001830	TF
Sb01g006410	TF
Sb01g027430	TF
Sb04g033240	TF
Sb03g034810	TF
Sb06g025530	TF
Sb01g047650	TF
Sb04g032720	TF
Sb03g044320	TF
Sb03g019411	TF
Sb01g003110	TF
Sb06g031900	TF
Sb02g034320	TF
Sb10g029190	TF
Sb09g016220	TF
Sb02g037660	TF
Sb08g019882	TF
Sb01g013270	TF
Sb03g033640	TF
Sb06g026370	TF
Sb05g001200	TF
Sb03g033750	TF
Sb01g005250	TF
Sb02g013020	TF
Sb02g033850	TF
Sb09g006050	TF
Sb03g005250	TF
Sb08g001190	TF
Sb10g024575	TF
Sb08g022960	TF
Sb07g020090	TF
Sb02g030330	TF
Sb05g026260	TF
Sb08g004340	TF
Sb01g045500	TF
Sb03g036100	TF
Sb01g042090	TF
Sb08g003940	TF
Sb03g003370	TF
Sb01g048710	TF
Sb06g031970	TF
Sb01g045180	TF
Sb09g029050	TF
Sb01g043110	TF
Sb04g020150	TF
Sb03g006590	TF
Sb05g007010	TF
Sb09g022810	TF
Sb01g015610	TF
Sb09g020110	TF
Sb09g002390	TF
Sb02g036710	TF
Sb06g027465	TF
Sb02g006730	TF
Sb06g027180	TF
Sb01g005100	TF
Sb04g001200	TF
Sb02g035650	TF
Sb03g032120	TF
Sb09g021016	TF
Sb07g025320	TF
Sb09g008000	TF
Sb10g001690	TF
Sb02g024530	TF
Sb07g027260	TF
Sb02g028870	TF
Sb03g010980	TF
Sb07g007820	TF
Sb03g039510	TF
Sb06g028090	TF
Sb04g026610	TF
Sb08g019920	TF
Sb03g008860	TF
Sb02g020870	TF
Sb01g043910	TF
Sb01g037050	TF
Sb06g024200	TF
Sb08g015555	TF
Sb03g026170	TF
Sb02g024270	TF
Sb08g004360	TF
Sb04g033670	TF
Sb07g025940	TF
Sb08g004370	TF
Sb10g003160	TF
Sb09g003430	TF
Sb03g041550	Coreg
Sb01g027940	Coreg
Sb06g034065	Coreg
Sb10g031300	Coreg
Sb01g015210	Coreg
Sb10g010430	Coreg
Sb01g008195	Coreg
Sb07g028430	TF
Sb10g004880	TF
Sb10g025590	TF
Sb01g007030	TF
Sb04g006970	TF
Sb06g013850	TF
Sb06g018710	TF
Sb01g014430	TF
Sb05g026270	TF
Sb01g045060	TF
Sb09g021780	TF
Sb08g005380	TF
Sb02g026510	TF
Sb04g026210	TF
Sb06g012030	TF
Sb09g023270	TF
Sb04g031750	TF
Sb02g006350	TF
Sb05g009460	TF
Sb02g043180	TF
Sb01g036490	TF
Sb08g006530	TF
Sb02g027210	TF
Sb05g023910	TF
Sb02g006390	TF
Sb02g030490	TF
Sb03g029050	TF
Sb06g025790	TF
Sb01g037670	TF
Sb10g020860	TF
Sb02g036620	TF
Sb03g031130	TF
Sb10g006250	TF
Sb04g033300	TF
Sb01g014180	TF
Sb06g024390	TF
Sb10g006570	TF
Sb07g025843	TF
Sb07g024890	TF
Sb02g039060	TF
Sb01g036440	TF
Sb04g027540	TF
Sb03g000930	TF
Sb08g018370	TF
Sb08g021000	TF
Sb02g043300	TF
Sb10g028970	TF
Sb03g038190	TF
Sb06g000536	TF
Sb05g000310	TF
Sb01g030570	TF
Sb03g019510	TF
Sb03g009320	TF
Sb04g031960	TF
Sb01g033156	TF
Sb10g030250	TF
Sb01g001790	TF
Sb03g038960	TF
Sb01g014510	TF
Sb03g041360	TF
Sb09g030650	TF
Sb07g002210	TF
Sb02g022290	TF
Sb01g045710	TF
Sb07g021430	TF
Sb05g001890	TF
Sb04g036640	TF
Sb02g030900	TF
Sb01g014595	TF
Sb06g020100	TF
Sb03g026100	TF
Sb04g024000	TF
Sb03g009930	TF
Sb04g000820	TF
Sb04g009390	TF
Sb02g026630	TF
Sb04g035890	TF
Sb01g001950	TF
Sb04g036520	TF
Sb01g016830	TF
Sb08g003500	TF
Sb10g019923	TF
Sb09g029810	TF
Sb06g020190	TF
Sb10g026450	TF
Sb03g042210	TF
Sb07g003247	TF
Sb04g022672	TF
Sb04g005020	TF
Sb06g025060	TF
Sb01g029020	TF
Sb04g026440	TF
Sb09g029575	TF
Sb06g027710	TF
Sb10g023400	TF
Sb07g021800	TF
Sb03g003180	TF
Sb08g019885	TF
Sb03g012310	TF
Sb05g018030	TF
Sb01g017560	TF
Sb09g004315	TF
Sb04g029180	TF
Sb03g031860	TF
Sb01g036670	TF
Sb04g010280	TF
Sb01g044620	TF
Sb10g010016	TF
Sb05g021820	TF
Sb08g002520	TF
Sb02g028420	TF
Sb03g006500	TF
Sb08g020330	TF
Sb08g020790	TF
Sb09g021690	TF
Sb03g026600	TF
Sb03g030480	TF
Sb02g028390	TF
Sb03g028950	TF
Sb2273s002010	TF
Sb10g025490	TF
Sb05g001590	TF
Sb01g033530	TF
Sb04g006410	TF
Sb01g046170	TF
Sb02g037990	TF
Sb10g029840	TF
Sb07g025120	TF
Sb07g023900	TF
Sb02g028300	TF
Sb10g025500	TF
Sb06g032500	TF
Sb01g014580	TF
Sb07g004740	TF
Sb08g002560	TF
Sb04g031710	TF
Sb07g027680	TF
Sb08g004260	TF
Sb02g024460	TF
Sb03g030750	TF
Sb01g028870	TF
Sb03g013700	TF
Sb03g003360	TF
Sb09g005700	TF
Sb09g026350	TF
Sb10g020010	TF
Sb09g010210	TF
Sb01g044910	TF
Sb03g009880	TF
Sb07g004190	TF
Sb02g000900	Coreg
Sb01g037640	Coreg
Sb04g000775	Coreg
Sb02g043960	Coreg
Sb01g010120	Coreg
Sb03g025310	Coreg
Sb08g021460	TF
Sb02g023230	TF
Sb07g001400	TF
Sb01g027325	TF
Sb09g003300	TF
Sb06g028800	TF
Sb06g022080	TF
Sb08g003260	TF
Sb05g018070	TF
Sb04g005580	TF
Sb08g016830	TF
Sb01g012140	TF
Sb10g030960	TF
Sb09g003350	TF
Sb09g018540	TF
Sb01g038330	TF
Sb04g005380	TF
Sb09g018350	TF
Sb05g026250	TF
Sb04g008300	TF
Sb04g030230	TF
Sb01g047940	TF
Sb03g002480	TF
Sb10g026550	TF
Sb01g009800	TF
Sb08g019880	TF
Sb06g021370	TF
Sb01g048400	TF
Sb09g003390	TF
Sb10g025440	TF
Sb10g024770	TF
Sb07g025920	TF
Sb03g034780	TF
Sb0836s002010	TF
Sb02g001806	TF
Sb03g032530	TF
Sb07g028960	TF
Sb02g043030	TF
