genename	element
Bradi2g55797	TF
Bradi1g43650	TF
Bradi1g55630	TF
Bradi1g25400	TF
Bradi3g50166	TF
Bradi2g06790	TF
Bradi3g23180	TF
Bradi4g44370	TF
Bradi4g01950	TF
Bradi1g16355	TF
Bradi2g45900	TF
Bradi2g59937	TF
Bradi3g41250	TF
Bradi4g30227	TF
Bradi5g25090	TF
Bradi4g07470	TF
Bradi2g55780	TF
Bradi1g48770	TF
Bradi4g23550	TF
Bradi1g09130	TF
Bradi2g24170	TF
Bradi5g19190	TF
Bradi5g20847	TF
Bradi1g10390	TF
Bradi1g05550	TF
Bradi2g08287	TF
Bradi1g10660	TF
Bradi3g60350	TF
Bradi2g15360	TF
Bradi5g25860	TF
Bradi1g63690	TF
Bradi1g58100	TF
Bradi2g44090	TF
Bradi1g46100	TF
Bradi2g45770	TF
Bradi2g60340	TF
Bradi1g64240	TF
Bradi1g10170	TF
Bradi1g69617	TF
Bradi4g43850	TF
Bradi1g34340	TF
Bradi5g16707	TF
Bradi4g07110	TF
Bradi1g64800	TF
Bradi4g29700	TF
Bradi3g10820	TF
Bradi5g03730	TF
Bradi2g47887	TF
Bradi2g23710	TF
Bradi3g37397	TF
Bradi4g02950	TF
Bradi4g43020	TF
Bradi1g29857	TF
Bradi1g05037	TF
Bradi2g15405	TF
Bradi2g06890	TF
Bradi2g59187	TF
Bradi3g56400	TF
Bradi5g17080	TF
Bradi3g28950	TF
Bradi2g16610	TF
Bradi3g46210	TF
Bradi2g60750	TF
Bradi1g07600	TF
Bradi4g38527	TF
Bradi5g16672	TF
Bradi2g18570	TF
Bradi2g46980	TF
Bradi1g18770	TF
Bradi2g49490	TF
Bradi3g56080	TF
Bradi3g52837	TF
Bradi1g16720	TF
Bradi3g06470	TF
Bradi5g13650	TF
Bradi1g69480	TF
Bradi4g24937	TF
Bradi1g35550	TF
Bradi5g17057	TF
Bradi2g14130	TF
Bradi4g30220	TF
Bradi2g16647	TF
Bradi2g36730	TF
Bradi4g00920	TF
Bradi2g31710	TF
Bradi4g16020	Coreg
Bradi1g08690	Coreg
Bradi1g29167	Coreg
Bradi2g40700	Coreg
Bradi2g40677	Coreg
Bradi1g16820	Coreg
Bradi2g31107	Coreg
Bradi2g16357	TF
Bradi2g14220	TF
Bradi1g17420	TF
Bradi3g45130	TF
Bradi3g34567	TF
Bradi4g35580	TF
Bradi2g55567	TF
Bradi1g63840	TF
Bradi2g01960	TF
Bradi4g35630	TF
Bradi2g54200	TF
Bradi1g19702	TF
Bradi2g54590	TF
Bradi2g57940	TF
Bradi4g40880	TF
Bradi3g57807	TF
Bradi4g32470	TF
Bradi1g51730	TF
Bradi5g17600	TF
Bradi2g59497	TF
Bradi1g38110	TF
Bradi3g48697	TF
Bradi1g57970	TF
Bradi3g03800	TF
Bradi3g42627	TF
Bradi3g37700	TF
Bradi1g21740	TF
Bradi2g62067	TF
Bradi1g72590	TF
Bradi1g77217	TF
Bradi2g06210	TF
Bradi2g45780	TF
Bradi3g05260	TF
Bradi1g26570	TF
Bradi5g24670	TF
Bradi3g22290	TF
Bradi1g47900	TF
Bradi2g10340	TF
Bradi1g50057	TF
Bradi2g59137	TF
Bradi2g38230	TF
Bradi3g32890	TF
Bradi5g13510	TF
Bradi1g02760	TF
Bradi2g55270	TF
Bradi3g33400	TF
Bradi5g19950	TF
Bradi3g52880	TF
Bradi1g07260	TF
Bradi4g26180	TF
Bradi3g02730	TF
Bradi1g15480	TF
Bradi5g13900	TF
Bradi3g38430	TF
Bradi1g16120	TF
Bradi2g43340	TF
Bradi2g22230	TF
Bradi1g59250	TF
Bradi3g16340	TF
Bradi2g47590	TF
Bradi1g60530	TF
Bradi3g29700	TF
Bradi1g30730	TF
Bradi2g46230	TF
Bradi1g57410	TF
Bradi3g46900	TF
Bradi3g27690	TF
Bradi1g23090	TF
Bradi2g49860	TF
Bradi3g37067	TF
Bradi3g34670	TF
Bradi2g52227	TF
Bradi4g40270	TF
Bradi3g30457	TF
Bradi3g36740	TF
Bradi3g38600	TF
Bradi2g62130	TF
Bradi4g01770	TF
Bradi5g16450	TF
Bradi1g62220	TF
Bradi4g04260	TF
Bradi3g09670	TF
Bradi3g19927	TF
Bradi2g20760	TF
Bradi5g25340	TF
Bradi2g50070	TF
Bradi3g39927	TF
Bradi1g15420	TF
Bradi2g45750	TF
Bradi2g55980	TF
Bradi1g25370	TF
Bradi3g45370	TF
Bradi4g01730	TF
Bradi1g43460	TF
Bradi4g43200	TF
Bradi2g09530	TF
Bradi2g34600	TF
Bradi3g45230	TF
Bradi3g21480	TF
Bradi1g49630	TF
Bradi4g03620	TF
Bradi1g51960	TF
Bradi5g10370	TF
Bradi3g45896	TF
Bradi2g50120	TF
Bradi3g49190	TF
Bradi1g21900	TF
Bradi3g34160	TF
Bradi2g10830	TF
Bradi3g27520	TF
Bradi1g14550	TF
Bradi5g00700	TF
Bradi3g41297	TF
Bradi1g03710	TF
Bradi5g24080	TF
Bradi1g58490	TF
Bradi3g52420	TF
Bradi1g12620	TF
Bradi1g20250	TF
Bradi1g33550	TF
Bradi2g33307	TF
Bradi4g42050	TF
Bradi1g30252	TF
Bradi2g38247	TF
Bradi1g76690	TF
Bradi2g41977	TF
Bradi2g18530	TF
Bradi1g29920	TF
Bradi4g44342	TF
Bradi1g25230	TF
Bradi1g67980	TF
Bradi4g02680	TF
Bradi3g42350	TF
Bradi2g02810	TF
Bradi1g34840	TF
Bradi2g43600	TF
Bradi2g16120	TF
Bradi3g54120	TF
Bradi3g52150	TF
Bradi3g26990	TF
Bradi3g33670	TF
Bradi1g12677	TF
Bradi3g09520	TF
Bradi3g12565	TF
Bradi2g38390	TF
Bradi1g24887	TF
Bradi1g22680	TF
Bradi4g25170	TF
Bradi4g29010	TF
Bradi1g31837	TF
Bradi3g37047	TF
Bradi4g29617	Coreg
Bradi2g57020	Coreg
Bradi4g14610	Coreg
Bradi4g26730	Coreg
Bradi1g12510	TF
Bradi2g56070	TF
Bradi3g39280	TF
Bradi5g21250	TF
Bradi4g02460	TF
Bradi3g59320	TF
Bradi3g52547	TF
Bradi4g41230	TF
Bradi1g27170	TF
Bradi4g19577	TF
Bradi2g33650	TF
Bradi4g44360	TF
Bradi1g24310	TF
Bradi4g32650	TF
Bradi4g26627	TF
Bradi3g19640	TF
Bradi1g09615	TF
Bradi3g59300	TF
Bradi5g11247	TF
Bradi1g78440	TF
Bradi3g54070	TF
Bradi3g25670	TF
Bradi4g26800	TF
Bradi1g32330	TF
Bradi3g15327	TF
Bradi1g22600	TF
Bradi2g44520	TF
Bradi2g38380	TF
Bradi4g18900	TF
Bradi3g41817	TF
Bradi5g01257	TF
Bradi2g31887	TF
Bradi2g11400	TF
Bradi5g17170	TF
Bradi2g06370	TF
Bradi5g21950	TF
Bradi3g41543	TF
Bradi4g20730	TF
Bradi3g36380	TF
Bradi4g33820	TF
Bradi1g17660	TF
Bradi4g44090	TF
Bradi2g50540	TF
Bradi2g60050	TF
Bradi1g57870	TF
Bradi1g35587	TF
Bradi4g22680	TF
Bradi2g19820	TF
Bradi4g32580	TF
Bradi1g50597	TF
Bradi3g14480	TF
Bradi3g30410	TF
Bradi3g27760	TF
Bradi3g13960	TF
Bradi5g17630	TF
Bradi1g49570	TF
Bradi1g07290	TF
Bradi2g22010	TF
Bradi2g58770	TF
Bradi1g73710	TF
Bradi4g37327	TF
Bradi1g09960	TF
Bradi2g37387	TF
Bradi5g17150	TF
Bradi4g22637	TF
Bradi4g35950	TF
Bradi4g06317	TF
Bradi4g31840	TF
Bradi3g38360	TF
Bradi3g08870	TF
Bradi2g52380	TF
Bradi3g50067	TF
Bradi2g54260	TF
Bradi4g11097	TF
Bradi2g04590	TF
Bradi3g57267	TF
Bradi1g07310	TF
Bradi4g09180	TF
Bradi1g20090	TF
Bradi5g15230	TF
Bradi3g22297	TF
Bradi3g56490	TF
Bradi2g07357	TF
Bradi3g41930	TF
Bradi2g55550	TF
Bradi3g16515	TF
Bradi3g38980	TF
Bradi3g33170	TF
Bradi1g46120	TF
Bradi3g23190	TF
Bradi2g08905	TF
Bradi3g49987	TF
Bradi3g36610	TF
Bradi3g02780	TF
Bradi5g17395	TF
Bradi1g10610	TF
Bradi2g44770	TF
Bradi3g03538	TF
Bradi3g07540	TF
Bradi1g58817	TF
Bradi4g09190	TF
Bradi4g21160	TF
Bradi4g44000	TF
Bradi3g40860	TF
Bradi3g26920	TF
Bradi3g57320	TF
Bradi3g04410	TF
Bradi4g09970	TF
Bradi1g47367	TF
Bradi1g76970	TF
Bradi1g11760	TF
Bradi3g34410	TF
Bradi3g44690	TF
Bradi4g18390	TF
Bradi1g04510	TF
Bradi1g04150	TF
Bradi2g23890	TF
Bradi1g04280	TF
Bradi1g33980	TF
Bradi5g14960	TF
Bradi2g61630	TF
Bradi2g05280	TF
Bradi2g41670	TF
Bradi1g01650	TF
Bradi2g48597	TF
Bradi1g08890	TF
Bradi3g41500	TF
Bradi1g67910	TF
Bradi1g57070	TF
Bradi4g21800	Coreg
Bradi5g10440	Coreg
Bradi1g60740	Coreg
Bradi5g11130	Coreg
Bradi4g39130	Coreg
Bradi3g13210	Coreg
Bradi4g07957	Coreg
Bradi2g07082	Coreg
Bradi3g49810	TF
Bradi1g74070	TF
Bradi3g57640	TF
Bradi4g24060	TF
Bradi1g17650	TF
Bradi1g25470	TF
Bradi3g13080	TF
Bradi1g28400	TF
Bradi3g03407	TF
Bradi1g71990	TF
Bradi1g14300	TF
Bradi2g26987	TF
Bradi2g54030	TF
Bradi2g30800	TF
Bradi3g38840	TF
Bradi3g32040	TF
Bradi3g54817	TF
Bradi1g52480	TF
Bradi3g49180	TF
Bradi2g19867	TF
Bradi1g07630	TF
Bradi1g11200	TF
Bradi5g22745	TF
Bradi4g06567	TF
Bradi3g57017	TF
Bradi4g34800	TF
Bradi4g27100	TF
Bradi3g58980	TF
Bradi2g32910	TF
Bradi4g04050	TF
Bradi3g50620	TF
Bradi4g22130	TF
Bradi3g51685	TF
Bradi2g53390	TF
Bradi2g49020	TF
Bradi1g69407	TF
Bradi5g21700	TF
Bradi5g15760	TF
Bradi1g24050	TF
Bradi1g00220	TF
Bradi4g35650	TF
Bradi3g56380	TF
Bradi5g20397	TF
Bradi3g46690	TF
Bradi3g01377	TF
Bradi3g03970	TF
Bradi1g10047	TF
Bradi4g22730	TF
Bradi2g44050	TF
Bradi2g10640	TF
Bradi3g03810	TF
Bradi3g28290	TF
Bradi2g38560	TF
Bradi1g14510	TF
Bradi3g12490	TF
Bradi5g00487	TF
Bradi2g48130	TF
Bradi2g31600	TF
Bradi1g32547	TF
Bradi1g15123	TF
Bradi3g16500	TF
Bradi4g00380	TF
Bradi4g06690	TF
Bradi3g34850	TF
Bradi3g08790	TF
Bradi1g20540	TF
Bradi5g18640	TF
Bradi5g12407	TF
Bradi1g47400	TF
Bradi2g46350	TF
Bradi1g60030	TF
Bradi3g38807	TF
Bradi4g35370	TF
Bradi5g12170	TF
Bradi1g76940	TF
Bradi3g52767	TF
Bradi1g30000	TF
Bradi2g62510	TF
Bradi2g00280	TF
Bradi1g46427	TF
Bradi4g09160	TF
Bradi3g36260	TF
Bradi2g21067	TF
Bradi1g10330	TF
Bradi1g45620	TF
Bradi4g40357	TF
Bradi3g33355	TF
Bradi2g24400	TF
Bradi2g46300	TF
Bradi1g60140	TF
Bradi5g19980	TF
Bradi3g06562	TF
Bradi3g36660	TF
Bradi3g56260	TF
Bradi5g07720	TF
Bradi2g46020	TF
Bradi3g14830	TF
Bradi2g45480	TF
Bradi2g08620	TF
Bradi3g56180	TF
Bradi3g09810	TF
Bradi3g52260	TF
Bradi1g55427	TF
Bradi3g20610	TF
Bradi1g07510	TF
Bradi1g63910	TF
Bradi2g16780	TF
Bradi3g46910	TF
Bradi1g18407	TF
Bradi3g07480	TF
Bradi1g14910	TF
Bradi1g06970	TF
Bradi1g18380	TF
Bradi1g30337	TF
Bradi1g72990	TF
Bradi3g47610	TF
Bradi1g77610	TF
Bradi1g09550	TF
Bradi3g48447	TF
Bradi3g08570	TF
Bradi3g15590	TF
Bradi3g17810	TF
Bradi5g24720	TF
Bradi3g10540	TF
Bradi1g69150	TF
Bradi4g25717	TF
Bradi2g14320	TF
Bradi3g19010	TF
Bradi1g13207	TF
Bradi3g51540	TF
Bradi5g18767	TF
Bradi2g40920	TF
Bradi2g14927	TF
Bradi5g17480	TF
Bradi2g53520	TF
Bradi1g14500	TF
Bradi4g26600	TF
Bradi4g21040	TF
Bradi2g22810	TF
Bradi3g57960	TF
Bradi3g33440	TF
Bradi4g09155	TF
Bradi3g37377	TF
Bradi1g47350	TF
Bradi3g05500	TF
Bradi1g34270	TF
Bradi5g13041	TF
Bradi4g36077	TF
Bradi4g29560	Coreg
Bradi2g56710	Coreg
Bradi2g61717	Coreg
Bradi1g26940	Coreg
Bradi1g47050	Coreg
Bradi2g23520	TF
Bradi3g51410	TF
Bradi1g02327	TF
Bradi3g06670	TF
Bradi4g35520	TF
Bradi2g36380	TF
Bradi4g38965	TF
Bradi2g19480	TF
Bradi1g76207	TF
Bradi3g59290	TF
Bradi3g50490	TF
Bradi1g71910	TF
Bradi5g08027	TF
Bradi1g61477	TF
Bradi2g53500	TF
Bradi3g23370	TF
Bradi2g21060	TF
Bradi3g24210	TF
Bradi2g62380	TF
Bradi2g17610	TF
Bradi2g08080	TF
Bradi2g19930	TF
Bradi2g59110	TF
Bradi1g45807	TF
Bradi2g56520	TF
Bradi1g01130	TF
Bradi4g29980	TF
Bradi5g17370	TF
Bradi2g60554	TF
Bradi3g41940	TF
Bradi1g31337	TF
Bradi3g50050	TF
Bradi3g49320	TF
Bradi1g59180	TF
Bradi3g43250	TF
Bradi2g01000	TF
Bradi1g06460	TF
Bradi1g74410	TF
Bradi3g07030	TF
Bradi5g01900	TF
Bradi4g32920	TF
Bradi2g56096	TF
Bradi3g15880	TF
Bradi2g60331	TF
Bradi5g15240	TF
Bradi4g29380	TF
Bradi1g46060	TF
Bradi2g11240	TF
Bradi2g06330	TF
Bradi2g43290	TF
Bradi1g43670	TF
Bradi1g57560	TF
Bradi1g23370	TF
Bradi2g23315	TF
Bradi3g01540	TF
Bradi1g23340	TF
Bradi1g54690	TF
Bradi4g02390	TF
Bradi3g00697	TF
Bradi4g25020	TF
Bradi2g23967	TF
Bradi2g11170	TF
Bradi1g45470	TF
Bradi1g24270	TF
Bradi1g51270	TF
Bradi2g30695	TF
Bradi2g42870	TF
Bradi3g09340	TF
Bradi1g07247	TF
Bradi3g16480	TF
Bradi2g29960	TF
Bradi4g21265	TF
Bradi2g27920	TF
Bradi3g58015	TF
Bradi2g49906	TF
Bradi3g06940	TF
Bradi4g34022	TF
Bradi5g18430	TF
Bradi3g36820	TF
Bradi2g46190	TF
Bradi1g37800	TF
Bradi3g42130	TF
Bradi1g55450	TF
Bradi1g38140	TF
Bradi2g17280	TF
Bradi3g16140	TF
Bradi2g48076	TF
Bradi2g39970	TF
Bradi1g13570	TF
Bradi1g42040	TF
Bradi2g55217	TF
Bradi5g01250	TF
Bradi2g52160	TF
Bradi1g48320	TF
Bradi1g64550	TF
Bradi3g00550	TF
Bradi3g38140	TF
Bradi1g23460	TF
Bradi2g44540	TF
Bradi1g71740	TF
Bradi1g72150	TF
Bradi2g08120	TF
Bradi5g25767	TF
Bradi1g65910	TF
Bradi4g32967	TF
Bradi3g17165	TF
Bradi4g41820	TF
Bradi2g34640	TF
Bradi2g52370	TF
Bradi4g33740	TF
Bradi1g38650	TF
Bradi4g04627	TF
Bradi4g24550	TF
Bradi3g01297	TF
Bradi2g32900	TF
Bradi3g52170	TF
Bradi3g51757	TF
Bradi2g30530	TF
Bradi1g20210	TF
Bradi1g66597	TF
Bradi2g25400	TF
Bradi1g34290	TF
Bradi3g23220	TF
Bradi1g18910	TF
Bradi1g48520	TF
Bradi1g77150	TF
Bradi3g59380	TF
Bradi1g27900	TF
Bradi1g35030	TF
Bradi2g05500	TF
Bradi4g35400	TF
Bradi5g24110	TF
Bradi2g34670	TF
Bradi5g19260	TF
Bradi4g16290	TF
Bradi2g37377	TF
Bradi4g35240	TF
Bradi1g58230	TF
Bradi3g06820	TF
Bradi3g57867	TF
Bradi2g59240	TF
Bradi3g55350	TF
Bradi2g05320	Coreg
Bradi1g55090	Coreg
Bradi4g27417	Coreg
Bradi5g21150	Coreg
Bradi1g62640	Coreg
Bradi3g55120	TF
Bradi3g43822	TF
Bradi1g32210	TF
Bradi4g35600	TF
Bradi1g76100	TF
Bradi1g46247	TF
Bradi2g00730	TF
Bradi4g19010	TF
Bradi4g29990	TF
Bradi2g07980	TF
Bradi3g45880	TF
Bradi2g16150	TF
Bradi5g27110	TF
Bradi1g17700	TF
Bradi3g37544	TF
Bradi4g03160	TF
Bradi1g64140	TF
Bradi2g25120	TF
Bradi1g45260	TF
Bradi3g05720	TF
Bradi1g17335	TF
Bradi5g18680	TF
Bradi2g05740	TF
Bradi2g25900	TF
Bradi3g01910	TF
Bradi1g32660	TF
Bradi1g69110	TF
Bradi1g14570	TF
Bradi2g18200	TF
Bradi3g51630	TF
Bradi3g42430	TF
Bradi3g40030	TF
Bradi4g41890	TF
Bradi3g13727	TF
Bradi1g67350	TF
Bradi1g75420	TF
Bradi1g72457	TF
Bradi2g44270	TF
Bradi2g15847	TF
Bradi4g26470	TF
Bradi1g13910	TF
Bradi2g11260	TF
Bradi3g55430	TF
Bradi3g33200	TF
Bradi3g07160	TF
Bradi2g33370	TF
Bradi4g31690	TF
Bradi4g41277	TF
Bradi2g50510	TF
Bradi1g25390	TF
Bradi2g55040	TF
Bradi4g01380	TF
Bradi3g21380	TF
Bradi1g75760	TF
Bradi1g13680	TF
Bradi2g53495	TF
Bradi2g35740	TF
Bradi1g23350	TF
Bradi1g48690	TF
Bradi1g51980	TF
Bradi2g49760	TF
Bradi4g32090	TF
Bradi4g34667	TF
Bradi1g74890	TF
Bradi1g42440	TF
Bradi1g26720	TF
Bradi4g17460	TF
Bradi4g02410	TF
Bradi3g43710	TF
Bradi1g21490	TF
Bradi2g07050	TF
Bradi1g43220	TF
Bradi2g19130	TF
Bradi3g34200	TF
Bradi3g59820	TF
Bradi1g61620	TF
Bradi4g33370	TF
Bradi2g25090	TF
Bradi3g56940	TF
Bradi4g41570	TF
Bradi1g06670	TF
Bradi3g50160	TF
Bradi1g35920	TF
Bradi4g29830	TF
Bradi5g17490	TF
Bradi3g41470	TF
Bradi5g08167	TF
Bradi1g53660	TF
Bradi1g72600	TF
Bradi4g42167	TF
Bradi4g38930	TF
Bradi1g69890	TF
Bradi3g57710	TF
Bradi1g67500	TF
Bradi1g11310	TF
Bradi2g21820	TF
Bradi1g42720	TF
Bradi5g27610	TF
Bradi5g10950	TF
Bradi1g52240	TF
Bradi2g57000	TF
Bradi2g05234	TF
Bradi2g03617	TF
Bradi5g26240	TF
Bradi2g25580	TF
Bradi4g03000	TF
Bradi5g13450	TF
Bradi4g38790	TF
Bradi4g30360	TF
Bradi4g41430	TF
Bradi2g11080	TF
Bradi3g46110	TF
Bradi4g33000	TF
Bradi3g56917	TF
Bradi4g16840	TF
Bradi1g58450	TF
Bradi2g25380	TF
Bradi4g34350	TF
Bradi1g35000	TF
Bradi4g34157	TF
Bradi5g27467	TF
Bradi4g24867	TF
Bradi2g13560	TF
Bradi2g23330	TF
Bradi1g28920	TF
Bradi5g23300	TF
Bradi1g63630	TF
Bradi3g57240	TF
Bradi3g36670	TF
Bradi3g10067	TF
Bradi1g11060	TF
Bradi5g18850	TF
Bradi3g34240	Coreg
Bradi5g27517	Coreg
Bradi2g62697	Coreg
Bradi2g58130	Coreg
Bradi1g08727	Coreg
Bradi4g08510	Coreg
Bradi3g36180	Coreg
Bradi3g06727	Coreg
Bradi5g26110	TF
Bradi2g57335	TF
Bradi1g17210	TF
Bradi2g44035	TF
Bradi4g33290	TF
Bradi1g00607	TF
Bradi4g31240	TF
Bradi4g43330	TF
Bradi1g36750	TF
Bradi1g31280	TF
Bradi2g05700	TF
Bradi4g32060	TF
Bradi1g51257	TF
Bradi3g43310	TF
Bradi1g31700	TF
Bradi2g08600	TF
Bradi4g15720	TF
Bradi2g22800	TF
Bradi5g20700	TF
Bradi2g05590	TF
Bradi5g10470	TF
Bradi3g54720	TF
Bradi4g13570	TF
Bradi3g46680	TF
Bradi3g33680	TF
Bradi1g17440	TF
Bradi3g33957	TF
Bradi2g40580	TF
Bradi3g53560	TF
Bradi1g02410	TF
Bradi1g08326	TF
Bradi3g18070	TF
Bradi1g14600	TF
Bradi1g37540	TF
Bradi2g22440	TF
Bradi5g12440	TF
Bradi1g13980	TF
Bradi3g02980	TF
Bradi1g18400	TF
Bradi3g39177	TF
Bradi1g13422	TF
Bradi1g43990	TF
Bradi3g13570	TF
Bradi3g51650	TF
Bradi1g20197	TF
Bradi1g35990	TF
Bradi1g17510	TF
Bradi2g24110	TF
Bradi3g37360	TF
Bradi2g45530	TF
Bradi3g48880	TF
Bradi3g46920	TF
Bradi1g77020	TF
Bradi4g24967	TF
Bradi2g56910	TF
Bradi1g72300	TF
Bradi4g35570	TF
Bradi2g57100	TF
Bradi3g13300	TF
Bradi4g03970	TF
Bradi5g14740	TF
Bradi1g48580	TF
Bradi3g05800	TF
Bradi4g03867	TF
Bradi2g11890	TF
Bradi2g58030	TF
Bradi2g18220	TF
Bradi3g56290	TF
Bradi1g63780	TF
Bradi2g40620	TF
Bradi1g73190	TF
Bradi1g32977	TF
Bradi4g45330	TF
Bradi2g58390	TF
Bradi1g47562	TF
Bradi1g43470	TF
Bradi2g11430	TF
Bradi3g00730	TF
Bradi1g57420	TF
Bradi3g40240	TF
Bradi3g03747	TF
Bradi3g18807	TF
Bradi1g58057	TF
Bradi1g04110	TF
Bradi1g19900	TF
Bradi4g31016	TF
Bradi3g03295	TF
Bradi5g12127	TF
Bradi5g24700	TF
Bradi2g04790	TF
Bradi2g16520	TF
Bradi1g10470	TF
Bradi3g39970	TF
Bradi1g51747	TF
Bradi2g33540	TF
Bradi1g07936	TF
Bradi5g01920	TF
Bradi4g30090	TF
Bradi3g33320	TF
Bradi1g48400	TF
Bradi2g45000	TF
Bradi5g08650	TF
Bradi1g06350	TF
Bradi5g18590	TF
Bradi1g24940	TF
Bradi4g30177	TF
Bradi1g52360	TF
Bradi1g46160	TF
Bradi2g53060	TF
Bradi5g21010	TF
Bradi1g30810	TF
Bradi1g72450	TF
Bradi3g58220	TF
Bradi5g17640	TF
Bradi3g06870	TF
Bradi3g49440	TF
Bradi5g26100	TF
Bradi4g40480	TF
Bradi4g33770	TF
Bradi1g63570	TF
Bradi3g45450	TF
Bradi3g18800	TF
Bradi3g46320	TF
Bradi3g55730	TF
Bradi4g33670	TF
Bradi3g11520	TF
Bradi2g54787	TF
Bradi4g45290	TF
Bradi3g02800	TF
Bradi3g08967	TF
Bradi2g09177	TF
Bradi3g12470	TF
Bradi1g30750	TF
Bradi3g03170	TF
Bradi5g18717	TF
Bradi3g17350	TF
Bradi3g09160	TF
Bradi1g54180	TF
Bradi4g39630	TF
Bradi3g16360	TF
