genename	familyname
GRMZM2G060507	Homeobox
GRMZM2G171365	MADS
GRMZM2G171464	bHLH
GRMZM2G174070	NAC
GRMZM2G109987	Homeobox
GRMZM2G060265	GRAS
GRMZM2G042250	Homeobox
GRMZM2G314660	Trihelix
GRMZM2G406204	NAC
GRMZM2G082227	ABI3-VP1
GRMZM2G475289	bHLH
GRMZM2G026223	MADS
GRMZM2G159431	Homeobox
GRMZM2G327059	Homeobox
GRMZM2G055737	OVATE
GRMZM2G025642	NAC
GRMZM2G428184	bZIP
GRMZM5G887276	G2-like
GRMZM2G137374	bHLH
GRMZM2G137380	bHLH
GRMZM2G109509	NLP
GRMZM2G059428	NAC
GRMZM2G173372	bHLH
AC155624.2_FG006	Orphans
GRMZM5G833774	Orphans
GRMZM5G891266	Orphans
GRMZM2G152172	BZR
GRMZM2G474258	Orphans
GRMZM2G054111	MYB
GRMZM2G092483	LBD
GRMZM2G092542	LBD
AC198979.4_FG009	AP2-EREBP
GRMZM2G086072	E2F-DP
GRMZM2G096252	OVATE
GRMZM2G452996	bHLH
GRMZM2G165972	HSF
GRMZM2G004641	Homeobox
GRMZM2G162749	C2C2-Dof
GRMZM2G139963	Homeobox
GRMZM2G035156	bHLH
GRMZM2G159456	bHLH
GRMZM2G419901	AP2-EREBP
GRMZM2G000686	CCAAT-HAP2
GRMZM2G399072	AP2-EREBP
GRMZM2G343157	ZIM
GRMZM5G838098	ZIM
GRMZM2G445634	ZIM
GRMZM2G129674	AP2-EREBP
GRMZM2G018984	AP2-EREBP
AC206951.3_FG016	AP2-EREBP
AC206951.3_FG017	AP2-EREBP
GRMZM2G109480	ABI3-VP1
GRMZM2G059102	MADS
GRMZM2G006631	bHLH
GRMZM2G132367	Homeobox
GRMZM2G447551	CAMTA
GRMZM2G003466	AP2-EREBP
GRMZM2G004523	Orphans
AC200038.4_FG011	AP2-EREBP
GRMZM2G703514	Orphans
GRMZM2G461907	AP2-EREBP
GRMZM2G461905	Orphans
GRMZM2G415251	AP2-EREBP
GRMZM2G114055	Orphans
GRMZM2G005624	Homeobox
GRMZM2G121706	OVATE
GRMZM2G077045	NAC
GRMZM2G160224	ABI3-VP1
GRMZM2G038252	Homeobox
GRMZM2G088309	C2C2-YABBY
GRMZM2G099522	MADS
GRMZM2G099797	ARR-B
GRMZM2G118485	HSF
GRMZM2G180452	bHLH
GRMZM2G126808	Homeobox
GRMZM2G110131	ZIM
GRMZM2G465595	C2H2
GRMZM2G157177	bZIP
GRMZM2G085427	MYB-related
GRMZM2G110913	LBD
GRMZM2G089812	CCAAT-HAP5
GRMZM2G001663	FAR1-like
GRMZM2G072376	bHLH
GRMZM2G015281	AP2-EREBP
GRMZM2G055263	GRAS
GRMZM2G010855	Orphans
GRMZM2G356459	CSD
GRMZM2G100086	Sigma70-like
GRMZM2G408887	PLATZ
GRMZM2G049159	GRAS
GRMZM2G112925	Orphans
AC233935.1_FG005	C2C2-Dof
GRMZM2G021095	LBD
AC208201.3_FG002	Orphans
GRMZM2G308034	MYB
GRMZM2G427438	C3H
GRMZM2G129872	MYB-related
GRMZM2G016020	MYB-related
GRMZM2G057027	MYB
GRMZM2G151934	LIM
GRMZM2G096352	GNAT
GRMZM2G136389	GNAT
GRMZM2G178072	PHD
AC149475.2_FG005	JUMONJI
AC149475.2_FG007	GNAT
GRMZM2G172021	FHA
GRMZM2G393471	SWI/SNF-BAF60
GRMZM2G049168	SNF2
GRMZM2G134426	GNAT
GRMZM2G436226	SWI/SNF-BAF60
GRMZM2G129243	FHA
GRMZM2G137367	Aux/IAA
AC209858.4_FG004	GNAT
GRMZM2G114184	GNAT
GRMZM2G128206	LIM
GRMZM2G160198	LIM
GRMZM2G084799	MYB
GRMZM2G111990	MYB-related
GRMZM2G112263	MYB-related
GRMZM2G038015	bZIP
GRMZM2G317160	AP2-EREBP
GRMZM2G070849	MYB
GRMZM2G174284	bZIP
GRMZM2G314064	Homeobox
GRMZM2G009060	G2-like
GRMZM2G033570	EIL
GRMZM2G030272	WRKY
GRMZM2G031001	NAC
GRMZM2G011598	NAC
GRMZM2G003424	C3H
GRMZM2G006477	G2-like
GRMZM2G062391	bZIP
GRMZM2G075988	OVATE
GRMZM2G134671	Orphans
GRMZM2G378907	TUB
GRMZM2G102497	Orphans
GRMZM2G168665	mTERF
AC216247.3_FG001	HSF
GRMZM2G026417	GeBP
GRMZM2G147698	MYB
GRMZM2G092888	Orphans
GRMZM2G077960	Orphans
GRMZM2G311656	PLATZ
GRMZM2G117513	ZIM
GRMZM2G110067	GRAS
GRMZM2G037630	CCAAT-HAP2
GRMZM2G060544	LBD
GRMZM2G137502	C2C2-Dof
GRMZM2G425430	WRKY
GRMZM2G044902	LBD
GRMZM2G132794	GRAS
GRMZM2G477287	AP2-EREBP
GRMZM2G353553	bZIP
GRMZM2G039312	OVATE
GRMZM2G064466	Homeobox
GRMZM2G125095	ABI3-VP1
GRMZM2G057768	Orphans
GRMZM2G079470	GRAS
GRMZM5G813892	MYB-related
GRMZM5G806839	AP2-EREBP
GRMZM2G113098	C2C2-GATA
GRMZM2G148074	Homeobox
GRMZM2G088524	MYB-related
GRMZM2G481163	Trihelix
GRMZM2G082709	NAC
GRMZM2G001930	bHLH
GRMZM2G094168	PLATZ
GRMZM2G123140	Homeobox
GRMZM2G383594	WRKY
GRMZM5G809663	CCAAT-DR1
GRMZM2G131476	Homeobox
GRMZM2G097454	Orphans
GRMZM2G150327	bHLH
GRMZM2G023119	Trihelix
GRMZM2G076327	LBD
GRMZM2G116638	GRAS
GRMZM2G039870	AP2-EREBP
GRMZM2G153594	Orphans
GRMZM2G119999	Homeobox
GRMZM2G093020	bZIP
GRMZM2G463630	Orphans
GRMZM2G479885	bZIP
GRMZM2G143046	MYB
GRMZM2G130149	MYB
GRMZM2G123900	C2C2-Dof
GRMZM2G403620	MYB
GRMZM2G369993	MYB-related
GRMZM2G179325	GRAS
GRMZM2G179121	ARF
GRMZM2G181254	ARF
GRMZM2G348780	GRAS
GRMZM2G075631	Orphans
GRMZM2G039112	AP2-EREBP
GRMZM2G476637	Orphans
AC234520.1_FG003	G2-like
GRMZM2G131897	C2C2-Dof
GRMZM2G065496	ABI3-VP1
GRMZM2G065478	ABI3-VP1
GRMZM2G522066	ABI3-VP1
GRMZM2G034563	G2-like
GRMZM2G039094	Orphans
GRMZM2G130374	WRKY
GRMZM2G018472	bHLH
GRMZM2G165090	bHLH
GRMZM2G073427	bZIP
GRMZM2G015097	CPP
GRMZM2G322090	CPP
GRMZM5G865967	bHLH
GRMZM2G003509	Homeobox
GRMZM2G361842	CCAAT-HAP2
GRMZM2G081158	ARF
GRMZM5G853836	CCAAT-HAP2
GRMZM2G018030	Orphans
GRMZM2G141955	C2C2-YABBY
GRMZM2G009530	C2C2-GATA
GRMZM2G475014	NAC
GRMZM2G068604	bHLH
GRMZM2G049686	bHLH
GRMZM2G099319	Homeobox
GRMZM2G370026	bZIP
GRMZM2G123461	ABI3-VP1
GRMZM2G175955	bHLH
GRMZM2G379179	Trihelix
GRMZM2G110135	MYB
AC186606.4_FG003	bZIP
GRMZM2G113127	CCAAT-HAP5
GRMZM2G170299	Orphans
GRMZM2G037493	Trihelix
GRMZM5G879527	bHLH
AC234203.1_FG011	EIL
GRMZM2G160917	SBP
GRMZM2G022499	MYB-related
GRMZM2G430522	NAC
GRMZM2G169270	SBP
GRMZM2G016079	AP2-EREBP
GRMZM2G480434	AP2-EREBP
GRMZM2G033656	AP2-EREBP
GRMZM2G046443	MYB
GRMZM2G169820	ARF
GRMZM2G061542	mTERF
GRMZM2G132667	LBD
GRMZM2G337139	Orphans
GRMZM5G828396	bHLH
GRMZM2G179366	BBR/BPC
GRMZM2G148220	MADS
AC213524.3_FG003	TCP
GRMZM2G159397	MADS
GRMZM2G098986	MADS
GRMZM2G054252	NAC
GRMZM2G159996	Orphans
GRMZM5G882527	bHLH
GRMZM2G309731	AP2-EREBP
GRMZM2G332294	bZIP
GRMZM2G472671	bHLH
GRMZM2G175280	bZIP
GRMZM2G107031	TCP
GRMZM2G175856	AP2-EREBP
GRMZM2G164909	HSF
GRMZM2G142962	Homeobox
GRMZM2G134735	bHLH
GRMZM2G478417	bZIP
GRMZM2G369472	AP2-EREBP
GRMZM2G082630	bHLH
GRMZM2G346920	ZF-HD
GRMZM2G028386	AP2-EREBP
GRMZM2G340305	NAC
GRMZM2G171934	PLATZ
GRMZM2G084583	MYB
GRMZM2G037650	MYB
GRMZM2G042407	"SHI/STY (SRS)"
GRMZM2G163745	AP2-EREBP
GRMZM2G050851	AP2-EREBP
GRMZM2G022945	PHD
GRMZM2G469162	SNF2
GRMZM2G152877	JUMONJI
GRMZM2G030529	SWI/SNF-SWI3
GRMZM2G057466	JUMONJI
GRMZM2G385236	LIM
GRMZM2G335438	TAZ
GRMZM2G099328	LIM
GRMZM2G079957	Aux/IAA
AC186524.3_FG005	HMG
GRMZM2G040509	TRAF
GRMZM2G404188	TRAF
GRMZM2G026664	TRAF
GRMZM2G424241	FHA
GRMZM2G033828	RBR
GRMZM2G139683	MED31
GRMZM5G866423	ARID
GRMZM2G048403	MYB-related
GRMZM2G131266	AP2-EREBP
GRMZM2G438438	ZF-HD
GRMZM2G024468	MYB
GRMZM2G131937	MYB
GRMZM2G152543	NAC
GRMZM2G117193	G2-like
GRMZM2G428555	MYB
GRMZM2G079123	MYB
GRMZM2G107276	bHLH
GRMZM2G166687	TCP
GRMZM2G052045	MADS
GRMZM2G106558	MYB
GRMZM2G056400	G2-like
GRMZM2G324999	WRKY
AC217910.3_FG006	LBD
GRMZM2G061487	AP2-EREBP
GRMZM2G003304	Homeobox
GRMZM2G146286	CCAAT-DR1
GRMZM2G090264	Orphans
GRMZM2G113742	G2-like
GRMZM2G167824	C2C2-YABBY
GRMZM2G456452	C2C2-Dof
GRMZM2G113202	Orphans
GRMZM2G469551	Homeobox
GRMZM2G153233	ARF
GRMZM2G085974	Orphans
GRMZM2G042704	Orphans
GRMZM2G147346	MYB
GRMZM2G001699	E2F-DP
GRMZM2G133555	Orphans
GRMZM2G379656	G2-like
GRMZM2G365731	ARID
GRMZM2G001606	Orphans
GRMZM2G001592	Orphans
GRMZM2G001577	Orphans
GRMZM2G095452	OVATE
GRMZM2G027688	Orphans
GRMZM2G010871	HSF
GRMZM2G070673	Orphans
GRMZM2G110531	Orphans
GRMZM2G138455	C2C2-Dof
GRMZM2G097349	Homeobox
GRMZM2G024680	ZIM
GRMZM2G145412	ZIM
GRMZM2G145458	ZIM
AC217264.3_FG005	MYB
GRMZM2G011832	C2C2-Dof
GRMZM2G034217	mTERF
GRMZM2G335814	GRAS
GRMZM2G038988	Orphans
GRMZM5G829103	CCAAT-HAP2
GRMZM5G812926	Orphans
GRMZM2G023291	Homeobox
GRMZM2G319215	Orphans
GRMZM2G121570	MYB
GRMZM2G165042	bHLH
GRMZM2G366584	CPP
GRMZM2G039187	Orphans
GRMZM2G070211	WRKY
GRMZM2G031120	NAC
GRMZM2G039074	G2-like
GRMZM2G098063	ABI3-VP1
GRMZM2G088413	ABI3-VP1
GRMZM2G088427	ABI3-VP1
GRMZM2G344521	ABI3-VP1
GRMZM2G045678	C2C2-Dof
GRMZM2G154320	LBD
GRMZM2G172506	Orphans
GRMZM2G017319	LBD
GRMZM2G010100	AP2-EREBP
GRMZM2G011588	Homeobox
GRMZM2G163761	Homeobox
GRMZM2G018414	GRF
GRMZM2G061101	Homeobox
GRMZM2G095899	bHLH
GRMZM2G120021	bHLH
GRMZM2G155043	bHLH
GRMZM2G447176	LBD
GRMZM2G149219	WRKY
GRMZM2G085873	C2C2-YABBY
GRMZM2G181276	Orphans
GRMZM2G068476	C3H
GRMZM2G351232	E2F-DP
GRMZM2G091964	CCAAT-HAP2
GRMZM2G180979	C3H
GRMZM2G164084	Sigma70-like
GRMZM2G453296	Orphans
AC233950.1_FG002	TCP
GRMZM2G144744	GRAS
GRMZM2G041818	GeBP
GRMZM2G144346	C2C2-CO-like
GRMZM5G899865	bHLH
GRMZM5G865626	CCAAT-HAP2
GRMZM2G155767	Orphans
GRMZM2G423423	ZF-HD
GRMZM2G077147	MYB
GRMZM2G047038	MYB-related
GRMZM2G133169	GRAS
GRMZM2G019806	bHLH
GRMZM2G017087	Homeobox
GRMZM2G000743	Homeobox
GRMZM2G092091	bHLH
GRMZM2G178261	GRF
GRMZM2G396114	Homeobox
GRMZM2G169825	Orphans
GRMZM2G396451	C2C2-GATA
GRMZM2G301089	bHLH
GRMZM2G018487	WRKY
GRMZM2G460594	Orphans
GRMZM2G003489	HSF
GRMZM2G177974	MYB-related
GRMZM2G032339	MADS
GRMZM2G087095	MADS
GRMZM2G143204	WRKY
GRMZM2G008029	WRKY
GRMZM2G050512	Orphans
GRMZM2G174083	Orphans
GRMZM2G306024	Orphans
GRMZM2G124540	G2-like
GRMZM2G108865	C2C2-Dof
GRMZM2G177046	bZIP
GRMZM2G028151	AP2-EREBP
GRMZM2G356718	MYB
GRMZM2G135447	Homeobox
GRMZM2G163251	NAC
GRMZM2G463730	FAR1-like
GRMZM2G065374	bHLH
GRMZM2G115516	TCP
GRMZM2G433557	Orphans
GRMZM2G011385	LBD
GRMZM2G119357	PHD
GRMZM5G800112	MBF1
AC210173.4_FG002	SWI/SNF-BAF60
GRMZM2G131618	GNAT
GRMZM2G135849	GNAT
GRMZM2G163436	SNF2
GRMZM2G077428	TRAF
GRMZM2G086138	FHA
GRMZM2G417089	JUMONJI
GRMZM2G366373	Aux/IAA
GRMZM2G342105	LIM
GRMZM2G123159	GNAT
AC230023.2_FG003	MED26
AC230023.2_FG004	MED26
AC230023.2_FG002	MED26
GRMZM5G857210	MED26
AC233785.2_FG005	MED26
GRMZM2G071025	SNF2
GRMZM2G359217	FHA
GRMZM2G159285	Aux/IAA
GRMZM2G173852	PHD
GRMZM5G813111	PHD
GRMZM2G437711	SNF2
GRMZM2G099305	GNAT
GRMZM5G886709	SWI/SNF-BAF60
GRMZM5G817934	SWI/SNF-BAF60
GRMZM2G110295	C2C2-GATA
GRMZM2G132971	HSF
GRMZM2G019446	bZIP
GRMZM2G016150	bZIP
GRMZM5G870592	MYB
GRMZM2G164082	WRKY
GRMZM2G137358	bHLH
GRMZM2G151266	Homeobox
GRMZM2G382794	ZIM
GRMZM2G138340	bZIP
GRMZM2G027068	bHLH
GRMZM2G347043	NAC
GRMZM2G009598	AP2-EREBP
AC225147.4_FG003	Alfin-like
GRMZM5G862109	AP2-EREBP
GRMZM2G017470	C2C2-Dof
GRMZM2G093725	C2C2-Dof
GRMZM2G093776	Orphans
GRMZM2G054517	mTERF
GRMZM2G368909	GRAS
GRMZM2G159766	mTERF
GRMZM2G123876	C3H
GRMZM2G156756	SBP
GRMZM2G156543	Orphans
GRMZM2G114775	C2C2-GATA
GRMZM2G470422	C2H2
GRMZM2G170137	mTERF
GRMZM2G155980	FAR1-like
GRMZM2G083964	CCAAT-HAP5
GRMZM2G115456	HSF
GRMZM2G083717	WRKY
GRMZM2G023557	MYB-related
GRMZM2G381441	AP2-EREBP
GRMZM2G471108	Orphans
GRMZM2G415077	MYB-related
GRMZM2G115070	MYB-related
GRMZM2G476752	Trihelix
GRMZM2G018254	GRAS
GRMZM2G359599	TCP
GRMZM5G895672	GRAS
GRMZM2G073823	GRAS
GRMZM2G073805	GRAS
GRMZM2G073779	GRAS
GRMZM5G868355	GRAS
GRMZM2G163427	GRAS
GRMZM2G048136	MYB
AC204621.4_FG006	GRAS
GRMZM2G131442	MYB
GRMZM2G055024	TCP
GRMZM2G106336	GRAS
GRMZM2G106356	GRAS
GRMZM2G441115	MADS
GRMZM2G165188	bHLH
GRMZM2G095982	LBD
GRMZM2G099408	MADS
GRMZM2G407605	Orphans
GRMZM2G407623	Orphans
AC198403.3_FG001	AP2-EREBP
GRMZM2G068330	ZF-HD
GRMZM2G122160	ZIM
GRMZM2G008259	Alfin-like
GRMZM5G837876	AP2-EREBP
GRMZM2G001048	ABI3-VP1
GRMZM2G120167	bZIP
GRMZM2G080168	bHLH
GRMZM2G143392	Sigma70-like
GRMZM2G106798	SBP
GRMZM2G054125	WRKY
GRMZM2G146514	C3H
GRMZM2G477533	MYB-related
GRMZM2G097135	Orphans
GRMZM2G342217	GRAS
GRMZM2G033356	bHLH
GRMZM2G378580	ARF
AC213666.3_FG003	AP2-EREBP
GRMZM2G101806	MYB-related
GRMZM2G176173	Orphans
GRMZM2G089995	AP2-EREBP
GRMZM2G106673	ABI3-VP1
GRMZM2G130442	Homeobox
GRMZM2G444073	CCAAT-DR1
GRMZM2G302323	FAR1-like
GRMZM2G543629	Sigma70-like
GRMZM2G098884	MYB-related
GRMZM2G315506	G2-like
GRMZM2G315515	C3H
AC196475.3_FG005	NAC
GRMZM2G014902	MYB-related
GRMZM2G157306	MYB-related
GRMZM2G017586	bHLH
GRMZM2G170232	TCP
GRMZM2G008482	Orphans
GRMZM2G069047	NAC
GRMZM2G162020	Orphans
GRMZM2G123246	NAC
GRMZM2G105387	MADS
GRMZM2G354618	bHLH
GRMZM5G818776	bHLH
GRMZM5G812883	bHLH
GRMZM2G113181	mTERF
GRMZM2G125162	Orphans
GRMZM2G164735	BBR/BPC
GRMZM2G101511	SBP
AC233751.1_FG002	SBP
GRMZM2G100583	NAC
GRMZM2G145579	bHLH
GRMZM2G156737	AP2-EREBP
GRMZM2G060206	AP2-EREBP
GRMZM2G125777	NAC
GRMZM2G423292	GeBP
GRMZM2G062711	TCP
GRMZM2G471635	bHLH
GRMZM2G157722	bZIP
GRMZM2G549512	WRKY
GRMZM2G048826	NAC
GRMZM2G016039	bHLH
GRMZM2G348307	AP2-EREBP
GRMZM2G011422	MYB
GRMZM2G148561	WRKY
GRMZM2G016145	Orphans
GRMZM2G147712	CCAAT-DR1
AC205562.3_FG002	WRKY
GRMZM2G079768	LBD
GRMZM2G122076	Homeobox
GRMZM2G175827	G2-like
GRMZM2G151519	ZIM
GRMZM2G060319	TCP
GRMZM2G526668	bHLH
GRMZM2G111117	MYB
GRMZM2G168002	G2-like
AC198937.4_FG005	NAC
GRMZM2G353734	ZF-HD
GRMZM2G370863	ZF-HD
GRMZM2G419252	Homeobox
GRMZM2G162840	Trihelix
GRMZM2G120246	Orphans
GRMZM2G041701	E2F-DP
GRMZM2G469873	Trihelix
GRMZM2G059167	MYB-related
GRMZM2G060765	TRAF
GRMZM2G031062	GNAT
GRMZM2G342856	GNAT
GRMZM2G478798	GNAT
GRMZM5G809195	Aux/IAA
GRMZM2G465553	IWS1/SPN1
GRMZM2G036169	LEUNIG
GRMZM2G574887	TRAF
GRMZM2G068331	PHD
GRMZM2G031615	Aux/IAA
GRMZM2G148188	Aux/IAA
AC211652.4_FG002	FHA
GRMZM2G162859	MED26
GRMZM2G101480	MBF1
GRMZM2G026724	TRAF
GRMZM2G449355	SNF2
GRMZM2G055141	GNAT
GRMZM5G870572	BSD
GRMZM2G574858	SNF2
GRMZM2G059544	Aux/IAA
GRMZM2G059266	PHD
GRMZM2G081441	TRAF
GRMZM2G372171	TRAF
GRMZM2G030768	SNF2
GRMZM5G871463	PHD
GRMZM2G015190	SNF2
GRMZM2G096171	Orphans
GRMZM2G137413	ARF
GRMZM2G139740	AP2-EREBP
GRMZM2G107807	Alfin-like
GRMZM2G047715	Homeobox
GRMZM2G081359	Orphans
AC210616.4_FG005	EIL
AC205484.3_FG005	NAC
GRMZM2G312806	mTERF
GRMZM5G898290	NAC
GRMZM2G055782	MADS
GRMZM2G165257	AP2-EREBP
GRMZM2G127924	Orphans
GRMZM2G104078	NAC
GRMZM2G019335	Orphans
GRMZM2G004908	Orphans
GRMZM2G020081	Orphans
GRMZM2G043792	MYB
GRMZM2G062009	NAC
GRMZM2G127857	MYB
GRMZM2G135461	TCP
GRMZM2G081406	ARF
GRMZM2G078077	TCP
GRMZM2G300924	AP2-EREBP
GRMZM2G496770	MYB
GRMZM2G111045	MYB
GRMZM2G354151	NAC
GRMZM2G063203	Trihelix
GRMZM2G377217	WRKY
GRMZM2G048621	AP2-EREBP
GRMZM2G072926	AP2-EREBP
GRMZM2G342691	PLATZ
GRMZM2G098800	GRAS
GRMZM2G114998	C2C2-Dof
GRMZM2G000520	AP2-EREBP
GRMZM2G124566	GRF
GRMZM2G118693	MYB-related
GRMZM2G028438	GRAS
GRMZM2G003514	MADS
GRMZM2G170322	MYB-related
GRMZM2G091003	bHLH
GRMZM2G091044	PLATZ
GRMZM5G833253	MYB
GRMZM2G070865	G2-like
GRMZM2G138683	WRKY
GRMZM2G176340	TUB
GRMZM2G176289	bHLH
GRMZM2G069365	ZF-HD
GRMZM2G589696	C2C2-Dof
GRMZM2G110109	ARID
GRMZM2G042198	C2C2-CO-like
GRMZM2G011015	Orphans
GRMZM2G124663	CCAAT-DR1
GRMZM2G449950	C2C2-Dof
GRMZM2G167560	C2C2-CO-like
GRMZM2G122846	bZIP
GRMZM2G021339	Homeobox
GRMZM2G055158	MYB
GRMZM2G125943	Orphans
GRMZM2G544441	Orphans
GRMZM2G113950	NAC
GRMZM2G075368	Orphans
GRMZM2G075499	LBD
GRMZM2G140901	NAC
GRMZM2G379005	C2C2-GATA
GRMZM2G108147	DBP
GRMZM2G111415	AP2-EREBP
GRMZM2G316758	bHLH
GRMZM2G015021	MYB
GRMZM2G000610	mTERF
GRMZM2G018398	AP2-EREBP
GRMZM2G097081	AP2-EREBP
GRMZM2G449909	Orphans
GRMZM2G105335	GRF
