genename	element
LOC_Os02g32140	TF
LOC_Os08g39630	TF
LOC_Os07g10890	TF
LOC_Os02g13900	TF
LOC_Os03g50920	TF
LOC_Os11g29870	TF
LOC_Os02g42060	TF
LOC_Os05g43950	TF
LOC_Os01g66490	TF
LOC_Os03g12120	TF
LOC_Os01g44370	TF
LOC_Os11g34200	TF
LOC_Os12g41160	TF
LOC_Os07g47140	TF
LOC_Os05g02730	TF
LOC_Os01g61900	TF
LOC_Os02g06910	TF
LOC_Os02g52510	TF
LOC_Os06g08440	TF
LOC_Os01g10370	TF
LOC_Os04g08740	TF
LOC_Os01g19970	TF
LOC_Os03g51970	TF
LOC_Os01g67770	TF
LOC_Os02g35100	TF
LOC_Os03g27090	TF
LOC_Os04g54474	TF
LOC_Os01g01290	TF
LOC_Os12g02090	TF
LOC_Os05g42130	TF
LOC_Os10g19342	TF
LOC_Os08g33910	TF
LOC_Os01g51260	TF
LOC_Os07g32510	TF
LOC_Os01g40430	TF
LOC_Os02g08150	TF
LOC_Os02g45450	TF
LOC_Os05g50610	TF
LOC_Os01g29840	TF
LOC_Os10g39750	TF
LOC_Os07g02060	TF
LOC_Os11g01130	TF
LOC_Os02g49230	TF
LOC_Os09g35030	TF
LOC_Os10g38000	TF
LOC_Os10g39030	TF
LOC_Os02g45480	TF
LOC_Os11g02470	TF
LOC_Os08g26990	TF
LOC_Os02g07770	TF
LOC_Os06g09390	TF
LOC_Os03g45194	TF
LOC_Os05g01256	TF
LOC_Os05g40070	TF
LOC_Os05g25260	TF
LOC_Os07g22730	TF
LOC_Os03g02800	TF
LOC_Os08g38220	TF
LOC_Os02g55320	TF
LOC_Os11g47900	TF
LOC_Os07g07690	Coreg
LOC_Os03g04980	Coreg
LOC_Os10g42690	Coreg
LOC_Os06g51490	Coreg
LOC_Os05g38460	TF
LOC_Os01g52514	TF
LOC_Os01g74020	TF
LOC_Os11g03370	TF
LOC_Os03g22655	TF
LOC_Os03g08370	TF
LOC_Os04g50680	TF
LOC_Os04g49230	TF
LOC_Os11g05480	TF
LOC_Os08g31580	TF
LOC_Os03g62379	TF
LOC_Os03g56140	TF
LOC_Os01g59760	TF
LOC_Os10g35300	TF
LOC_Os01g08790	TF
LOC_Os01g01840	TF
LOC_Os06g12400	TF
LOC_Os03g63810	TF
LOC_Os08g01290	TF
LOC_Os12g42430	TF
LOC_Os11g08080	TF
LOC_Os10g41460	TF
LOC_Os03g08330	TF
LOC_Os12g39330	TF
LOC_Os06g13670	TF
LOC_Os06g01620	TF
LOC_Os02g46560	TF
LOC_Os09g24800	TF
LOC_Os04g11830	TF
LOC_Os01g63460	TF
LOC_Os02g56600	TF
LOC_Os03g07450	TF
LOC_Os06g49840	TF
LOC_Os02g36924	TF
LOC_Os06g37450	TF
LOC_Os08g33590	TF
LOC_Os05g51040	TF
LOC_Os10g41330	TF
LOC_Os02g17190	TF
LOC_Os03g12350	TF
LOC_Os12g07480	TF
LOC_Os01g09470	TF
LOC_Os02g08310	TF
LOC_Os02g58670	TF
LOC_Os08g42550	TF
LOC_Os06g47150	TF
LOC_Os04g48070	TF
LOC_Os02g35600	TF
LOC_Os04g45330	TF
LOC_Os02g18470	TF
LOC_Os04g41229	TF
LOC_Os08g44620	TF
LOC_Os03g60430	TF
LOC_Os05g34830	TF
LOC_Os02g03960	TF
LOC_Os07g48260	TF
LOC_Os01g11550	TF
LOC_Os01g72370	TF
LOC_Os04g56990	TF
LOC_Os01g61080	TF
LOC_Os01g12700	TF
LOC_Os12g31748	TF
LOC_Os03g07540	TF
LOC_Os06g39906	TF
LOC_Os12g39850	TF
LOC_Os01g14440	TF
LOC_Os04g57010	TF
LOC_Os09g27060	TF
LOC_Os04g52810	TF
LOC_Os12g07610	TF
LOC_Os11g31360	TF
LOC_Os10g22430	TF
LOC_Os05g40080	TF
LOC_Os06g06750	TF
LOC_Os03g55164	TF
LOC_Os02g51300	TF
LOC_Os05g41540	TF
LOC_Os01g36220	TF
LOC_Os03g40080	TF
LOC_Os10g30890	TF
LOC_Os04g48510	TF
LOC_Os04g35010	TF
LOC_Os07g48820	TF
LOC_Os05g51690	TF
LOC_Os03g56050	TF
LOC_Os05g28129	TF
LOC_Os02g13710	TF
LOC_Os11g01480	TF
LOC_Os07g44090	TF
LOC_Os03g46860	TF
LOC_Os10g27380	TF
LOC_Os07g04580	TF
LOC_Os07g32170	TF
LOC_Os06g50600	TF
LOC_Os12g13170	TF
LOC_Os01g64730	TF
LOC_Os12g41680	TF
LOC_Os09g26170	TF
LOC_Os02g46780	TF
LOC_Os04g50770	TF
LOC_Os06g12230	TF
LOC_Os11g04590	TF
LOC_Os12g37415	TF
LOC_Os12g04230	TF
LOC_Os03g51710	TF
LOC_Os02g01355	TF
LOC_Os12g42400	TF
LOC_Os08g15020	TF
LOC_Os09g25060	TF
LOC_Os06g39960	TF
LOC_Os01g08160	TF
LOC_Os05g44630	TF
LOC_Os03g47016	TF
LOC_Os01g09590	TF
LOC_Os09g29830	TF
LOC_Os03g06630	TF
LOC_Os08g02070	TF
LOC_Os07g12910	TF
LOC_Os02g35770	TF
LOC_Os01g59640	TF
LOC_Os12g43530	TF
LOC_Os07g13260	TF
LOC_Os02g42950	TF
LOC_Os07g37560	TF
LOC_Os02g30700	TF
LOC_Os04g59430	TF
LOC_Os02g57190	TF
LOC_Os01g53260	TF
LOC_Os06g48290	TF
LOC_Os06g06970	TF
LOC_Os02g08440	TF
LOC_Os12g06010	TF
LOC_Os06g23650	TF
LOC_Os06g08290	TF
LOC_Os03g53960	TF
LOC_Os07g09860	TF
LOC_Os03g62100	TF
LOC_Os01g62410	TF
LOC_Os08g23570	TF
LOC_Os03g48970	TF
LOC_Os03g22170	TF
LOC_Os04g25870	TF
LOC_Os09g26420	TF
LOC_Os04g56850	TF
LOC_Os06g06360	TF
LOC_Os05g41280	TF
LOC_Os01g55549	TF
LOC_Os07g48200	TF
LOC_Os07g08880	Coreg
LOC_Os01g36630	Coreg
LOC_Os03g53630	Coreg
LOC_Os03g58530	Coreg
LOC_Os04g59510	Coreg
LOC_Os01g66070	Coreg
LOC_Os06g51450	Coreg
LOC_Os01g73460	Coreg
LOC_Os09g09630	TF
LOC_Os03g42230	TF
LOC_Os03g06920	TF
LOC_Os08g40900	TF
LOC_Os02g41510	TF
LOC_Os01g55580	TF
LOC_Os03g39050	TF
LOC_Os02g53620	TF
LOC_Os07g48560	TF
LOC_Os02g47640	TF
LOC_Os06g01340	TF
LOC_Os10g39550	TF
LOC_Os11g41640	TF
LOC_Os12g16160	TF
LOC_Os03g13400	TF
LOC_Os01g08710	TF
LOC_Os12g03150	TF
LOC_Os12g12970	TF
LOC_Os06g45540	TF
LOC_Os06g51260	TF
LOC_Os08g06140	TF
LOC_Os04g50090	TF
LOC_Os02g32570	TF
LOC_Os01g51690	TF
LOC_Os05g41780	TF
LOC_Os03g03000	TF
LOC_Os01g72310	TF
LOC_Os01g17260	TF
LOC_Os01g13520	TF
LOC_Os09g35010	TF
LOC_Os03g12940	TF
LOC_Os01g61810	TF
LOC_Os01g12860	TF
LOC_Os01g48130	TF
LOC_Os03g03900	TF
LOC_Os08g33750	TF
LOC_Os01g67410	TF
LOC_Os04g31730	TF
LOC_Os06g09420	TF
LOC_Os03g01890	TF
LOC_Os01g60600	TF
LOC_Os12g05680	TF
LOC_Os08g33940	TF
LOC_Os05g51160	TF
LOC_Os02g35180	TF
LOC_Os02g12820	TF
LOC_Os05g31380	TF
LOC_Os08g06120	TF
LOC_Os07g48660	TF
LOC_Os01g18290	TF
LOC_Os08g39980	TF
LOC_Os04g49450	TF
LOC_Os01g67890	TF
LOC_Os12g02440	TF
LOC_Os02g50480	TF
LOC_Os04g57720	TF
LOC_Os01g39850	TF
LOC_Os02g43820	TF
LOC_Os09g35020	TF
LOC_Os07g48570	TF
LOC_Os04g47640	TF
LOC_Os02g15350	TF
LOC_Os03g29480	TF
LOC_Os03g51200	TF
LOC_Os03g25550	TF
LOC_Os04g56170	TF
LOC_Os07g48550	TF
LOC_Os01g56690	TF
LOC_Os06g35960	TF
LOC_Os12g33950	TF
LOC_Os04g46250	TF
LOC_Os03g25120	TF
LOC_Os04g42570	TF
LOC_Os09g23660	TF
LOC_Os10g42490	TF
LOC_Os03g20780	TF
LOC_Os07g09830	TF
LOC_Os09g37710	TF
LOC_Os03g25304	TF
LOC_Os01g11510	TF
LOC_Os09g31400	TF
LOC_Os07g17230	TF
LOC_Os02g54520	TF
LOC_Os02g53100	TF
LOC_Os05g03740	TF
LOC_Os06g10780	TF
LOC_Os07g39800	TF
LOC_Os05g32890	TF
LOC_Os04g51190	TF
LOC_Os01g10610	TF
LOC_Os11g47920	TF
LOC_Os09g02830	TF
LOC_Os02g42380	TF
LOC_Os04g36790	TF
LOC_Os09g33550	TF
LOC_Os01g39020	TF
LOC_Os01g48060	TF
LOC_Os02g43150	TF
LOC_Os01g64310	TF
LOC_Os01g68560	TF
LOC_Os02g09070	TF
LOC_Os02g06370	TF
LOC_Os09g23620	TF
LOC_Os01g15900	TF
LOC_Os07g09580	TF
LOC_Os03g22770	TF
LOC_Os07g39470	TF
LOC_Os06g11780	TF
LOC_Os04g27960	TF
LOC_Os08g37970	TF
LOC_Os06g50830	TF
LOC_Os05g50310	TF
LOC_Os05g46350	TF
LOC_Os06g45310	TF
LOC_Os03g57330	TF
LOC_Os07g41580	TF
LOC_Os08g34010	TF
LOC_Os02g35690	TF
LOC_Os05g36900	TF
LOC_Os10g41100	TF
LOC_Os03g56010	TF
LOC_Os09g39850	TF
LOC_Os07g03770	TF
LOC_Os03g20550	TF
LOC_Os06g14010	TF
LOC_Os11g06170	TF
LOC_Os06g48534	TF
LOC_Os08g29500	TF
LOC_Os05g44400	TF
LOC_Os09g01140	TF
LOC_Os05g41450	TF
LOC_Os05g27730	TF
LOC_Os12g38490	TF
LOC_Os06g47590	TF
LOC_Os06g01860	TF
LOC_Os06g10820	TF
LOC_Os09g24820	TF
LOC_Os01g08820	Coreg
LOC_Os03g50780	Coreg
LOC_Os05g03430	Coreg
LOC_Os07g49290	Coreg
LOC_Os07g49030	Coreg
LOC_Os03g23960	TF
LOC_Os02g45200	TF
LOC_Os05g25960	TF
LOC_Os08g01700	TF
LOC_Os11g06020	TF
LOC_Os05g38140	TF
LOC_Os01g04020	TF
LOC_Os03g20910	TF
LOC_Os05g11510	TF
LOC_Os05g07120	TF
LOC_Os07g06470	TF
LOC_Os02g47280	TF
LOC_Os03g43580	TF
LOC_Os07g28430	TF
LOC_Os02g29550	TF
LOC_Os02g07650	TF
LOC_Os06g29350	TF
LOC_Os08g04840	TF
LOC_Os01g50940	TF
LOC_Os01g23760	TF
LOC_Os05g11380	TF
LOC_Os09g24560	TF
LOC_Os04g38770	TF
LOC_Os09g11480	TF
LOC_Os03g61249	TF
LOC_Os10g09820	TF
LOC_Os03g39100	TF
LOC_Os09g06464	TF
LOC_Os01g68700	TF
LOC_Os12g37690	TF
LOC_Os04g46440	TF
LOC_Os01g54600	TF
LOC_Os03g60120	TF
LOC_Os05g27749	TF
LOC_Os12g40570	TF
LOC_Os02g38090	TF
LOC_Os08g43090	TF
LOC_Os06g49880	TF
LOC_Os01g65900	TF
LOC_Os05g03884	TF
LOC_Os02g33430	TF
LOC_Os09g38010	TF
LOC_Os04g36070	TF
LOC_Os05g06340	TF
LOC_Os07g04560	TF
LOC_Os11g06180	TF
LOC_Os05g49310	TF
LOC_Os10g42850	TF
LOC_Os11g13840	TF
LOC_Os08g33530	TF
LOC_Os10g41200	TF
LOC_Os06g30810	TF
LOC_Os12g10520	TF
LOC_Os11g06420	TF
LOC_Os02g46030	TF
LOC_Os01g42970	TF
LOC_Os07g26150	TF
LOC_Os01g27040	TF
LOC_Os03g51690	TF
LOC_Os02g55250	TF
LOC_Os07g12820	TF
LOC_Os06g10350	TF
LOC_Os09g32040	TF
LOC_Os02g13800	TF
LOC_Os05g50130	TF
LOC_Os06g06540	TF
LOC_Os09g31454	TF
LOC_Os01g07430	TF
LOC_Os05g23780	TF
LOC_Os07g25370	TF
LOC_Os03g52450	TF
LOC_Os06g49040	TF
LOC_Os02g12310	TF
LOC_Os03g14850	TF
LOC_Os03g38610	TF
LOC_Os03g01870	TF
LOC_Os12g06630	TF
LOC_Os06g10600	TF
LOC_Os06g14440	TF
LOC_Os02g34320	TF
LOC_Os03g29970	TF
LOC_Os05g45410	TF
LOC_Os01g08180	TF
LOC_Os12g01080	TF
LOC_Os06g44010	TF
LOC_Os03g03260	TF
LOC_Os07g49460	TF
LOC_Os02g45570	TF
LOC_Os02g35140	TF
LOC_Os12g38200	TF
LOC_Os11g47890	TF
LOC_Os01g66290	TF
LOC_Os05g07010	TF
LOC_Os03g50110	TF
LOC_Os01g19330	TF
LOC_Os01g24460	TF
LOC_Os10g22600	TF
LOC_Os07g36170	TF
LOC_Os07g42510	TF
LOC_Os02g49986	TF
LOC_Os06g45650	TF
LOC_Os08g02620	TF
LOC_Os01g11350	TF
LOC_Os06g45840	TF
LOC_Os02g41800	TF
LOC_Os06g35900	TF
LOC_Os04g35250	TF
LOC_Os10g41620	TF
LOC_Os03g08490	TF
LOC_Os02g09650	TF
LOC_Os04g45060	TF
LOC_Os07g39940	TF
LOC_Os07g36140	TF
LOC_Os08g33800	TF
LOC_Os02g34260	TF
LOC_Os05g36100	TF
LOC_Os05g46610	TF
LOC_Os07g38030	TF
LOC_Os11g03300	TF
LOC_Os01g74440	TF
LOC_Os01g65850	TF
LOC_Os06g05340	TF
LOC_Os03g63530	TF
LOC_Os06g10880	TF
LOC_Os03g08620	TF
LOC_Os05g48010	TF
LOC_Os01g59350	TF
LOC_Os08g38370	TF
LOC_Os06g41100	TF
LOC_Os05g50350	TF
LOC_Os03g20310	TF
LOC_Os10g07060	TF
LOC_Os04g36054	TF
LOC_Os03g48140	TF
LOC_Os06g11970	TF
LOC_Os01g70810	TF
LOC_Os02g43970	TF
LOC_Os09g24490	TF
LOC_Os09g31482	TF
LOC_Os11g04400	TF
LOC_Os12g18120	TF
LOC_Os12g40590	TF
LOC_Os03g06570	TF
LOC_Os04g38400	TF
LOC_Os01g40260	TF
LOC_Os06g33450	TF
LOC_Os08g05510	TF
LOC_Os12g34510	TF
LOC_Os03g31880	TF
LOC_Os01g33350	TF
LOC_Os02g50630	TF
LOC_Os02g51799	TF
LOC_Os06g17280	Coreg
LOC_Os12g24540	Coreg
LOC_Os02g09920	Coreg
LOC_Os09g34330	TF
LOC_Os05g38120	TF
LOC_Os12g41030	TF
LOC_Os04g46020	TF
LOC_Os08g10080	TF
LOC_Os01g18870	TF
LOC_Os02g39710	TF
LOC_Os08g38080	TF
LOC_Os05g48850	TF
LOC_Os02g47190	TF
LOC_Os06g09760	TF
LOC_Os02g57530	TF
LOC_Os11g02520	TF
LOC_Os03g19370	TF
LOC_Os02g48060	TF
LOC_Os01g54550	TF
LOC_Os11g03310	TF
LOC_Os06g02230	TF
LOC_Os05g34640	TF
LOC_Os01g61480	TF
LOC_Os09g25600	TF
LOC_Os08g43334	TF
LOC_Os02g53150	TF
LOC_Os07g44690	TF
LOC_Os01g01870	TF
LOC_Os03g60080	TF
LOC_Os03g11614	TF
LOC_Os12g32250	TF
LOC_Os12g03040	TF
LOC_Os09g37250	TF
LOC_Os02g51670	TF
LOC_Os11g10130	TF
LOC_Os02g36360	TF
LOC_Os07g41370	TF
LOC_Os03g07360	TF
LOC_Os11g47870	TF
LOC_Os05g28350	TF
LOC_Os05g26026	TF
LOC_Os07g41720	TF
LOC_Os10g23090	TF
LOC_Os12g05990	TF
LOC_Os07g08600	TF
LOC_Os08g36740	TF
LOC_Os09g31438	TF
LOC_Os01g51632	TF
LOC_Os11g47460	TF
LOC_Os04g09800	TF
LOC_Os03g15440	TF
LOC_Os02g47810	TF
LOC_Os06g07650	TF
LOC_Os05g25770	TF
LOC_Os06g40330	TF
LOC_Os08g02160	TF
LOC_Os12g02420	TF
LOC_Os04g57610	TF
LOC_Os04g39470	TF
LOC_Os01g18440	TF
LOC_Os02g28680	TF
LOC_Os03g05760	TF
LOC_Os02g52780	TF
LOC_Os06g41770	TF
LOC_Os08g42400	TF
LOC_Os08g44830	TF
LOC_Os02g05510	TF
LOC_Os04g46240	TF
LOC_Os02g35240	TF
LOC_Os03g55610	TF
LOC_Os01g72330	TF
LOC_Os03g22800	TF
LOC_Os02g40530	TF
LOC_Os04g58000	TF
LOC_Os07g48450	TF
LOC_Os01g11200	TF
LOC_Os03g53340	TF
LOC_Os03g07880	TF
LOC_Os05g32270	TF
LOC_Os05g31420	TF
LOC_Os01g07930	TF
LOC_Os01g70890	TF
LOC_Os11g05614	TF
LOC_Os03g12760	TF
LOC_Os07g08540	TF
LOC_Os07g25710	TF
LOC_Os09g33580	TF
LOC_Os06g04850	TF
LOC_Os02g47770	TF
LOC_Os06g02250	TF
LOC_Os03g58820	TF
LOC_Os03g58250	TF
LOC_Os06g41384	TF
LOC_Os05g09520	TF
LOC_Os11g47910	TF
LOC_Os01g24070	TF
LOC_Os03g59670	TF
LOC_Os02g34080	TF
LOC_Os01g51154	TF
LOC_Os09g36220	TF
LOC_Os09g28200	TF
LOC_Os02g15340	TF
LOC_Os01g63160	TF
LOC_Os06g40150	TF
LOC_Os03g03850	TF
LOC_Os11g03420	TF
LOC_Os08g28214	TF
LOC_Os03g08460	TF
LOC_Os05g43380	TF
LOC_Os02g43300	TF
LOC_Os01g36460	TF
LOC_Os01g32890	TF
LOC_Os10g25170	TF
LOC_Os04g38740	TF
LOC_Os06g44450	TF
LOC_Os02g35660	TF
LOC_Os06g08480	TF
LOC_Os01g69980	TF
LOC_Os03g28940	TF
LOC_Os02g43330	TF
LOC_Os10g22950	TF
LOC_Os01g53040	TF
LOC_Os05g37080	TF
LOC_Os08g08820	TF
LOC_Os01g06320	TF
LOC_Os05g45930	TF
LOC_Os02g17460	TF
LOC_Os01g41900	TF
LOC_Os12g40090	TF
LOC_Os01g15640	TF
LOC_Os08g36700	TF
LOC_Os03g61650	TF
LOC_Os01g52540	TF
LOC_Os07g25150	TF
LOC_Os09g27450	TF
LOC_Os12g41230	TF
LOC_Os01g55750	TF
LOC_Os09g32510	TF
LOC_Os01g51840	TF
LOC_Os02g49880	TF
LOC_Os02g49410	TF
LOC_Os09g39810	TF
LOC_Os04g53720	TF
LOC_Os03g07940	TF
LOC_Os09g26390	TF
LOC_Os12g43950	TF
LOC_Os06g16400	TF
LOC_Os01g39330	TF
LOC_Os12g43790	TF
LOC_Os04g34970	TF
LOC_Os11g04360	TF
LOC_Os10g11580	TF
LOC_Os01g40200	TF
LOC_Os09g30310	TF
LOC_Os09g32944	TF
LOC_Os10g33760	TF
LOC_Os01g65600	Coreg
LOC_Os08g13840	TF
LOC_Os04g49150	TF
LOC_Os01g68860	TF
LOC_Os07g04510	TF
LOC_Os08g09800	TF
LOC_Os05g41760	TF
LOC_Os09g12750	TF
LOC_Os09g11460	TF
LOC_Os08g07740	TF
LOC_Os06g10570	TF
LOC_Os05g49780	TF
LOC_Os07g14110	TF
LOC_Os07g09590	TF
LOC_Os02g45420	TF
LOC_Os06g50310	TF
LOC_Os03g53020	TF
LOC_Os03g56110	TF
LOC_Os03g42100	TF
LOC_Os02g52340	TF
LOC_Os05g48990	TF
LOC_Os10g25290	TF
LOC_Os05g07040	TF
LOC_Os06g32860	TF
LOC_Os04g42950	TF
LOC_Os03g13310	TF
LOC_Os12g40920	TF
LOC_Os05g03760	TF
LOC_Os12g04200	TF
LOC_Os07g37210	TF
LOC_Os01g74540	TF
LOC_Os09g27850	TF
LOC_Os03g21060	TF
LOC_Os02g54050	TF
LOC_Os12g01180	TF
LOC_Os07g47790	TF
LOC_Os10g28420	TF
LOC_Os12g02450	TF
LOC_Os08g43200	TF
LOC_Os01g43550	TF
LOC_Os07g37140	TF
LOC_Os02g29340	TF
LOC_Os08g33670	TF
LOC_Os07g15770	TF
LOC_Os07g05720	TF
LOC_Os08g32080	TF
LOC_Os01g52680	TF
LOC_Os03g45450	TF
LOC_Os11g28270	TF
LOC_Os05g39590	TF
LOC_Os05g45230	TF
LOC_Os01g69920	TF
LOC_Os11g35390	TF
LOC_Os07g37610	TF
LOC_Os01g55150	TF
LOC_Os11g19060	TF
LOC_Os04g28280	TF
LOC_Os09g20350	TF
LOC_Os01g74590	TF
LOC_Os12g41880	TF
LOC_Os02g43940	TF
LOC_Os06g40710	TF
LOC_Os03g18330	TF
LOC_Os06g11330	TF
LOC_Os07g04700	TF
LOC_Os03g18950	TF
LOC_Os07g07974	TF
LOC_Os06g46410	TF
LOC_Os06g45410	TF
LOC_Os11g31100	TF
LOC_Os09g28440	TF
LOC_Os10g21560	TF
LOC_Os01g09790	TF
LOC_Os05g06520	TF
LOC_Os12g41950	TF
LOC_Os08g19260	TF
LOC_Os01g54890	TF
LOC_Os08g29660	TF
LOC_Os05g49700	TF
LOC_Os03g33012	TF
LOC_Os10g39190	TF
LOC_Os03g21240	TF
LOC_Os04g47040	TF
LOC_Os09g24810	TF
LOC_Os08g43600	TF
LOC_Os04g13480	TF
LOC_Os03g08470	TF
LOC_Os09g36910	TF
LOC_Os06g16370	TF
LOC_Os03g43810	TF
LOC_Os07g24350	TF
LOC_Os06g09810	TF
LOC_Os02g44260	TF
LOC_Os06g14710	TF
LOC_Os03g29760	TF
LOC_Os02g07430	TF
LOC_Os02g10000	TF
LOC_Os06g29020	TF
LOC_Os11g05930	TF
LOC_Os03g21800	TF
LOC_Os01g51610	TF
LOC_Os04g21950	TF
LOC_Os02g02480	TF
LOC_Os04g52410	TF
LOC_Os01g62310	TF
LOC_Os03g03760	TF
LOC_Os12g07790	TF
LOC_Os12g03110	TF
LOC_Os08g36790	TF
LOC_Os04g46580	TF
LOC_Os01g43590	TF
LOC_Os01g47370	TF
LOC_Os10g36420	TF
LOC_Os11g45950	TF
LOC_Os03g01200	TF
LOC_Os10g40810	TF
LOC_Os07g35870	TF
LOC_Os12g07730	TF
LOC_Os01g46870	TF
LOC_Os03g27900	TF
LOC_Os03g59460	TF
LOC_Os11g31370	TF
LOC_Os01g09640	TF
LOC_Os06g36000	TF
LOC_Os03g53100	TF
LOC_Os02g25820	TF
LOC_Os06g35140	TF
LOC_Os01g66420	TF
LOC_Os02g01990	TF
LOC_Os09g35790	TF
LOC_Os08g38590	TF
LOC_Os09g02790	TF
LOC_Os01g64020	TF
LOC_Os08g33050	TF
LOC_Os01g12440	TF
LOC_Os04g46410	TF
LOC_Os11g11600	TF
LOC_Os04g27410	TF
LOC_Os12g01490	TF
LOC_Os04g35660	TF
LOC_Os06g50900	TF
LOC_Os01g01312	TF
LOC_Os02g06950	TF
LOC_Os01g19694	TF
LOC_Os03g21710	TF
LOC_Os03g51230	TF
LOC_Os01g01470	TF
LOC_Os09g34880	TF
LOC_Os02g06592	TF
LOC_Os01g49830	TF
LOC_Os03g02240	TF
LOC_Os05g40280	TF
LOC_Os06g43090	TF
LOC_Os08g01090	TF
LOC_Os03g55590	TF
LOC_Os05g45954	TF
LOC_Os06g46560	TF
LOC_Os01g55430	TF
LOC_Os01g48370	TF
LOC_Os11g06770	TF
LOC_Os01g23750	TF
LOC_Os02g41450	TF
LOC_Os01g52090	TF
LOC_Os07g08140	TF
LOC_Os10g21810	TF
LOC_Os11g12360	TF
LOC_Os11g36450	Coreg
LOC_Os02g03030	Coreg
LOC_Os01g68370	TF
LOC_Os03g55550	TF
LOC_Os06g06900	TF
LOC_Os06g09660	TF
LOC_Os04g44440	TF
LOC_Os07g16330	TF
LOC_Os03g21030	TF
LOC_Os04g23440	TF
LOC_Os03g42420	TF
LOC_Os09g25070	TF
LOC_Os08g14400	TF
LOC_Os02g07780	TF
LOC_Os01g15460	TF
LOC_Os08g07440	TF
LOC_Os07g48596	TF
LOC_Os09g28900	TF
LOC_Os03g12950	TF
LOC_Os04g52090	TF
LOC_Os08g25799	TF
LOC_Os02g33610	TF
LOC_Os10g34710	TF
LOC_Os04g41820	TF
LOC_Os02g09480	TF
LOC_Os03g11600	TF
LOC_Os04g48350	TF
LOC_Os01g09620	TF
LOC_Os03g48450	TF
LOC_Os01g48170	TF
LOC_Os04g43560	TF
LOC_Os06g21390	TF
LOC_Os01g44430	TF
LOC_Os06g49010	TF
LOC_Os04g10260	TF
LOC_Os01g47670	TF
LOC_Os03g38210	TF
LOC_Os01g64360	TF
LOC_Os08g33100	TF
LOC_Os02g04810	TF
LOC_Os04g59620	TF
LOC_Os10g35660	TF
LOC_Os01g62510	TF
LOC_Os03g63890	TF
LOC_Os07g04650	TF
LOC_Os05g51820	TF
LOC_Os01g70310	TF
LOC_Os03g56950	TF
LOC_Os02g06860	TF
LOC_Os01g64590	TF
LOC_Os10g25640	TF
LOC_Os08g37810	TF
LOC_Os05g03860	TF
LOC_Os04g55970	TF
LOC_Os04g36730	TF
LOC_Os04g37440	TF
LOC_Os04g47059	TF
LOC_Os07g43580	TF
LOC_Os03g58160	TF
LOC_Os02g10060	TF
LOC_Os10g23050	TF
LOC_Os10g17630	TF
LOC_Os06g01230	TF
LOC_Os04g09560	TF
LOC_Os07g08530	TF
LOC_Os01g34060	TF
LOC_Os02g53690	TF
